Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	false	false	Bos taurus	Albumin	1:Experimental evidence at protein level	2.47	1.0000	0.9883	0.00063775510204	2	0	0	1	0	0	2495902.2	0	0			
sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	CAT	527	false	false	Homo sapiens	Catalase	1:Experimental evidence at protein level	9.30	1.0000	0.9988	0.00000000000000	4	4	4	4	4	4	2974294.5	2974294.5	2974294.5			
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	false	false	Homo sapiens	Keratin, type II cytoskeletal 1	1:Experimental evidence at protein level	49.07	1.0000	0.9990	0.00000000000000	38	34	38	54	48	54	1.30069338E9	1.30069338E9	1.30069338E9	11M(15.9949),8M(15.9949),2M(15.9949),2M(15.9949),5M(15.9949),5M(15.9949),7M(15.9949)		
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	false	false	Homo sapiens	Cathepsin D	1:Experimental evidence at protein level	8.98	1.0000	0.9968	0.00000000000000	3	2	3	3	2	3	3848779.8	2454278.0	3848779.8			
sp|P09211|GSTP1_HUMAN	P09211	GSTP1_HUMAN	GSTP1	210	false	false	Homo sapiens	Glutathione S-transferase P	1:Experimental evidence at protein level	20.00	1.0000	0.9987	0.00000000000000	3	3	3	4	4	4	1.0203638E7	1.0203638E7	1.0203638E7			
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	false	false	Homo sapiens	Thioredoxin	1:Experimental evidence at protein level	26.67	1.0000	0.9990	0.00000000000000	4	4	4	3	3	3	3641905.5	3641905.5	3641905.5	11C(57.0215),14C(57.0215),24C(57.0215),27C(57.0215),24C(57.0215),27C(57.0215)		
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	false	false	Homo sapiens	Keratin, type I cytoskeletal 10	1:Experimental evidence at protein level	41.10	1.0000	0.9990	0.00000000000000	29	22	28	46	38	46	9.2086784E8	9.2086784E8	9.2086784E8	11M(15.9949),11M(15.9949),26M(15.9949),26M(15.9949),3M(15.9949)		
sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	false	false	Homo sapiens	Keratin, type I cytoskeletal 9	1:Experimental evidence at protein level	54.74	1.0000	0.9990	0.00000000000000	29	28	29	34	34	34	1.06212272E8	1.06212272E8	1.06212272E8	1M(15.9949),3M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),8M(15.9949)		
sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	false	false	Homo sapiens	Keratin, type II cytoskeletal 2 epidermal	1:Experimental evidence at protein level	65.26	1.0000	0.9990	0.00000000000000	33	29	31	36	31	33	1.7217144E8	1.51989216E8	1.51989216E8	10M(15.9949),23M(15.9949),23M(15.9949)		
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	false	false	Homo sapiens	Lysozyme C	1:Experimental evidence at protein level	12.84	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	6732360.0	6732360.0	6732360.0			
sp|P62084|RS7_DANRE	P62084	RS7_DANRE	rps7	194	false	false	Danio rerio	40S ribosomal protein S7	1:Experimental evidence at protein level	15.46	1.0000	0.9988	0.00000000000000	1	1	1	2	2	2	677538.1	677538.1	677538.1			
sp|P62247|RS8_DANRE	P62247	RS8_DANRE	rps8	208	false	false	Danio rerio	40S ribosomal protein S8	1:Experimental evidence at protein level	7.21	1.0000	0.9989	0.00000000000000	1	0	1	2	0	2	6414942.5	0	6414942.5			
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	false	false	Homo sapiens	Peptidyl-prolyl cis-trans isomerase A	1:Experimental evidence at protein level	33.94	1.0000	0.9945	0.00000000000000	3	3	3	4	4	4	8884966.0	8884966.0	8884966.0	24C(57.0215),7C(57.0215)		
sp|P79735|RAN_DANRE	P79735	RAN_DANRE	ran	215	false	false	Danio rerio	GTP-binding nuclear protein Ran	2:Experimental evidence at transcript level	8.84	1.0000	0.9987	0.00000000000000	2	2	2	3	3	3	2.1955188E7	2.1955188E7	2.1955188E7			
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	false	false	Homo sapiens	Peroxiredoxin-1	1:Experimental evidence at protein level	23.12	1.0000	0.9984	0.00000000000000	5	4	5	5	4	5	6.2631684E7	6.2631684E7	6.2631684E7	15C(57.0215),3C(57.0215),15C(57.0215),3C(57.0215),16C(57.0215),4C(57.0215)		
sp|Q58EE9|GFAP_DANRE	Q58EE9	GFAP_DANRE	gfap	444	false	false	Danio rerio	Glial fibrillary acidic protein	1:Experimental evidence at protein level	2.48	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	5853188.0	0	0			
sp|Q58EG2|ERLN1_DANRE	Q58EG2	ERLN1_DANRE	erlin1	342	false	false	Danio rerio	Erlin-1	2:Experimental evidence at transcript level	3.51	1.0000	0.9988	0.00000000000000	1	1	1	1	1	1	138821.77	138821.77	138821.77			
sp|Q5D018|RBM8A_DANRE	Q5D018	RBM8A_DANRE	rbm8a	174	false	false	Danio rerio	RNA-binding protein 8A	2:Experimental evidence at transcript level	14.94	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1504819.6	1504819.6	1504819.6	16M(15.9949)		
sp|Q5MJ86|G3P2_DANRE	Q5MJ86	G3P2_DANRE	gapdh-2	335	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase 2	2:Experimental evidence at transcript level	4.18	1.0000	0.9990	0.00000000000000	2	1	1	1	1	1	8707513.0	0	0	13C(57.0215)		
sp|Q5XJ10|G3P_DANRE	Q5XJ10	G3P_DANRE	gapdh	333	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase	2:Experimental evidence at transcript level	18.92	1.0000	0.9990	0.00000000000000	5	4	5	4	4	4	2.1457052E7	1.2974098E7	2.1457052E7			
sp|Q6DGJ3|TIM13_DANRE	Q6DGJ3	TIM13_DANRE	timm13	95	false	false	Danio rerio	Mitochondrial import inner membrane translocase subunit Tim13	3:Protein inferred from homology	14.74	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	586514.1	586514.1	586514.1			
sp|Q6NWF6|K2C8_DANRE	Q6NWF6	K2C8_DANRE	krt8	520	false	false	Danio rerio	Keratin, type II cytoskeletal 8	1:Experimental evidence at protein level	5.77	1.0000	0.9990	0.00000000000000	5	0	0	5	0	0	2.8321616E7	0	0			
sp|Q6NZ06|ILF2_DANRE	Q6NZ06	ILF2_DANRE	ilf2	387	false	false	Danio rerio	Interleukin enhancer-binding factor 2 homolog	2:Experimental evidence at transcript level	7.24	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	15M(15.9949)		
sp|Q6P0V6|RL8_DANRE	Q6P0V6	RL8_DANRE	rpl8	257	false	false	Danio rerio	60S ribosomal protein L8	1:Experimental evidence at protein level	8.17	1.0000	0.9968	0.00000000000000	1	1	1	1	1	1	0	0	0	19C(57.0215)		
sp|Q6P3H7|RBBP4_DANRE	Q6P3H7	RBBP4_DANRE	rbbp4	424	false	false	Danio rerio	Histone-binding protein RBBP4	2:Experimental evidence at transcript level	7.31	1.0000	0.9989	0.00000000000000	1	0	1	1	0	1	685171.5	0	685171.5			
sp|Q6PBY1|RS3A_DANRE	Q6PBY1	RS3A_DANRE	rps3a	267	false	false	Danio rerio	40S ribosomal protein S3a	1:Experimental evidence at protein level	6.74	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	2920583.5	2920583.5	2920583.5			
sp|Q6PC29|143G1_DANRE	Q6PC29	143G1_DANRE	ywhag1	247	false	false	Danio rerio	14-3-3 protein gamma-1	2:Experimental evidence at transcript level	10.53	1.0000	0.9988	0.00000000000000	1	0	1	1	0	1	752371.4	0	752371.4	22C(57.0215)		tr|E7F354|E7F354_DANRE
sp|Q6PI20|H33_DANRE	Q6PI20	H33_DANRE	h3f3d	136	false	false	Danio rerio	Histone H3.3	2:Experimental evidence at transcript level	26.47	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	31C(57.0215)		
sp|Q6PI52|CALM_DANRE	Q6PI52	CALM_DANRE	calm3b	149	false	false	Danio rerio	Calmodulin	2:Experimental evidence at transcript level	8.72	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1444422.4	1444422.4	1444422.4	N-term(42.0106)		
sp|Q6Q420|RS15A_DANRE	Q6Q420	RS15A_DANRE	rps15a	130	false	false	Danio rerio	40S ribosomal protein S15a	1:Experimental evidence at protein level	26.15	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1490534.0	1490534.0	1490534.0			
sp|Q7SX99|FUMH_DANRE	Q7SX99	FUMH_DANRE	fh	509	false	false	Danio rerio	Fumarate hydratase, mitochondrial	2:Experimental evidence at transcript level	5.70	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	634834.7	634834.7	634834.7			
sp|Q7ZTY4|RBBP7_DANRE	Q7ZTY4	RBBP7_DANRE	rbbp7	426	false	false	Danio rerio	Histone-binding protein RBBP7	2:Experimental evidence at transcript level	16.20	1.0000	0.9990	0.00000000000000	2	0	1	2	0	1	1740594.1	0	1055422.6	20C(57.0215)		
sp|Q7ZU99|TERA_DANRE	Q7ZU99	TERA_DANRE	vcp	806	false	false	Danio rerio	Transitional endoplasmic reticulum ATPase	1:Experimental evidence at protein level	6.45	1.0000	0.9990	0.00000000000000	2	1	2	2	1	2	1803381.4	914407.75	1803381.4	26C(57.0215),7M(15.9949),7M(15.9949)		
sp|Q7ZV55|EIF3I_DANRE	Q7ZV55	EIF3I_DANRE	eif3i	325	false	false	Danio rerio	Eukaryotic translation initiation factor 3 subunit I	2:Experimental evidence at transcript level	10.46	1.0000	0.9868	0.00063775510204	1	1	1	1	1	1	0	0	0	14M(15.9949),19M(15.9949),26M(15.9949)		
sp|Q7ZVF3|SDHA_DANRE	Q7ZVF3	SDHA_DANRE	sdha	661	false	false	Danio rerio	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	2:Experimental evidence at transcript level	2.57	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	710905.1	710905.1	710905.1	14C(57.0215)		
sp|Q7ZVF9|ACTB2_DANRE	Q7ZVF9	ACTB2_DANRE	actbb	375	false	false	Danio rerio	Actin, cytoplasmic 2	1:Experimental evidence at protein level	49.07	1.0000	0.9990	0.00000000000000	12	0	12	16	0	16	3.1876118E7	0	3.1876118E7	12M(15.9949),2C(57.0215),14M(15.9949),14M(15.9949),16C(57.0215),1C(57.0215),1M(15.9949),5M(15.9949),2C(57.0215),5M(15.9949)		
sp|Q7ZVI7|ACTB1_DANRE	Q7ZVI7	ACTB1_DANRE	actba	375	false	false	Danio rerio	Actin, cytoplasmic 1	1:Experimental evidence at protein level	49.07	1.0000	0.9990	0.00000000000000	12	0	0	16	0	0	3.1876118E7	0	0			
sp|Q8JIU7|NACA_DANRE	Q8JIU7	NACA_DANRE	naca	215	false	false	Danio rerio	Nascent polypeptide-associated complex subunit alpha	1:Experimental evidence at protein level	13.02	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1896494.2	1896494.2	1896494.2			
sp|Q90473|HSP7C_DANRE	Q90473	HSP7C_DANRE	hspa8	649	false	false	Danio rerio	Heat shock cognate 71 kDa protein	2:Experimental evidence at transcript level	19.88	1.0000	0.9990	0.00000000000000	7	1	7	10	2	10	3.0492874E7	3576258.5	3.0492874E7	14C(57.0215),14C(57.0215)		
sp|Q90XG0|TPISB_DANRE	Q90XG0	TPISB_DANRE	tpi1b	248	false	false	Danio rerio	Triosephosphate isomerase B	2:Experimental evidence at transcript level	6.05	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	702915.4	0	702915.4			
sp|Q92005|EF1A_DANRE	Q92005	EF1A_DANRE	eef1a	462	false	false	Danio rerio	Elongation factor 1-alpha	2:Experimental evidence at transcript level	9.52	1.0000	0.9990	0.00000000000000	3	2	3	4	4	4	1.6124631E7	1.4395546E7	1.6124631E7	11C(57.0215),11C(57.0215),2M(15.9949)		
tr|A0A8M1N5K7|A0A8M1N5K7_DANRE	A0A8M1N5K7	A0A8M1N5K7_DANRE	c1qbp	270	false	false	Danio rerio	Complement component 1 Q subcomponent-binding protein, mitochondrial	1:Experimental evidence at protein level	5.56	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	5242260.5	5242260.5	5242260.5			
tr|A0A8M1N5M5|A0A8M1N5M5_DANRE	A0A8M1N5M5	A0A8M1N5M5_DANRE	tubb6	447	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	3.80	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	361436.6	361436.6	361436.6			
tr|A0A8M1N7Z8|A0A8M1N7Z8_DANRE	A0A8M1N7Z8	A0A8M1N7Z8_DANRE	tubb2b	472	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	18.64	1.0000	0.9990	0.00000000000000	6	0	6	6	0	6	2.8517962E7	0	2.8517962E7	10C(57.0215),5C(57.0215),7C(57.0215),6C(57.0215),8C(57.0215)		
tr|A0A8M1N881|A0A8M1N881_DANRE	A0A8M1N881	A0A8M1N881_DANRE	kpnb1	876	false	false	Danio rerio	importin subunit beta-1	1:Experimental evidence at protein level	2.17	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	0	0	0			
tr|A0A8M1NFX8|A0A8M1NFX8_DANRE	A0A8M1NFX8	A0A8M1NFX8_DANRE	krtt1c19e	473	false	false	Danio rerio	keratin type 1 c19e	1:Experimental evidence at protein level	1.90	1.0000	0.9769	0.00234604105572	2	0	0	1	0	0	6863839.0	0	0			
tr|A0A8M1P5N6|A0A8M1P5N6_DANRE	A0A8M1P5N6	A0A8M1P5N6_DANRE	krt4	497	false	false	Danio rerio	keratin 4	1:Experimental evidence at protein level	6.04	1.0000	0.9990	0.00000000000000	6	1	2	5	0	0	2.8321616E7	529895.5	1418546.5			
tr|A0A8M2B3U1|A0A8M2B3U1_DANRE	A0A8M2B3U1	A0A8M2B3U1_DANRE	actn1	924	false	false	Danio rerio	alpha-actinin-1 isoform X5	1:Experimental evidence at protein level	4.44	1.0000	0.9976	0.00000000000000	3	0	0	3	0	0	1301661.4	0	0			
tr|A0A8M2B926|A0A8M2B926_DANRE	A0A8M2B926	A0A8M2B926_DANRE	mapre1b	274	false	false	Danio rerio	microtubule-associated protein RP/EB family member 1 isoform X1	1:Experimental evidence at protein level	5.84	1.0000	0.9988	0.00000000000000	1	1	1	1	1	1	392143.94	392143.94	392143.94	N-term(42.0106)		
tr|A0A8M2BA79|A0A8M2BA79_DANRE	A0A8M2BA79	A0A8M2BA79_DANRE	pkmb	605	false	false	Danio rerio	Pyruvate kinase	1:Experimental evidence at protein level	2.48	1.0000	0.9723	0.00282805429864	1	1	1	1	1	1	780212.8	780212.8	780212.8			
tr|A0A8M2BCB6|A0A8M2BCB6_DANRE	A0A8M2BCB6	A0A8M2BCB6_DANRE	aifm1	748	false	false	Danio rerio	apoptosis-inducing factor 1, mitochondrial isoform X1	1:Experimental evidence at protein level	2.14	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	293758.62	293758.62	293758.62	11C(57.0215)		
tr|A0A8M2BCB9|A0A8M2BCB9_DANRE	A0A8M2BCB9	A0A8M2BCB9_DANRE	pdha1a	400	false	false	Danio rerio	Pyruvate dehydrogenase E1 component subunit alpha	1:Experimental evidence at protein level	7.75	1.0000	0.9979	0.00000000000000	1	1	1	1	1	1	425848.94	425848.94	425848.94	12C(57.0215),3C(57.0215)		
tr|A0A8M2BG93|A0A8M2BG93_DANRE	A0A8M2BG93	A0A8M2BG93_DANRE	psmc3	427	false	false	Danio rerio	26S protease regulatory subunit 6A isoform X1	1:Experimental evidence at protein level	2.81	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	657385.25	657385.25	657385.25	3C(57.0215)		
tr|A0A8M2BJ50|A0A8M2BJ50_DANRE	A0A8M2BJ50	A0A8M2BJ50_DANRE	btf3	196	false	false	Danio rerio	Transcription factor BTF3	1:Experimental evidence at protein level	24.49	1.0000	0.9983	0.00000000000000	3	3	3	4	4	4	8792578.0	8792578.0	8792578.0			
tr|A0A8M6Z2B4|A0A8M6Z2B4_DANRE	A0A8M6Z2B4	A0A8M6Z2B4_DANRE	ckba	385	false	false	Danio rerio	creatine kinase	1:Experimental evidence at protein level	7.79	1.0000	0.9663	0.00282805429864	2	0	0	3	0	0	1.1655875E7	0	0			
tr|A0A8M9PJW6|A0A8M9PJW6_DANRE	A0A8M9PJW6	A0A8M9PJW6_DANRE	wu:fd14a01	1936	false	false	Danio rerio	myosin heavy chain, fast skeletal muscle	1:Experimental evidence at protein level	0.72	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1847395.0	0	0			
tr|A0A8M9PQK9|A0A8M9PQK9_DANRE	A0A8M9PQK9	A0A8M9PQK9_DANRE	psmb7	286	false	false	Danio rerio	Proteasome subunit beta	1:Experimental evidence at protein level	13.64	1.0000	0.9962	0.00000000000000	1	1	1	1	1	1	144841.64	144841.64	144841.64	10C(57.0215),11C(57.0215),21M(15.9949)		
tr|A0A8M9PVQ6|A0A8M9PVQ6_DANRE	A0A8M9PVQ6	A0A8M9PVQ6_DANRE	si:dkey-261m9.17	117	false	false	Danio rerio	Histone H4	3:Protein inferred from homology	18.80	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	2484334.0	0	2484334.0			tr|A3KPR4|A3KPR4_DANRE
tr|A0A8M9Q636|A0A8M9Q636_DANRE	A0A8M9Q636	A0A8M9Q636_DANRE	tuba7l	468	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	16.24	1.0000	0.9972	0.00000000000000	4	1	1	5	1	1	1.8501888E7	0	0	15C(57.0215)		
tr|A0A8M9QCY6|A0A8M9QCY6_DANRE	A0A8M9QCY6	A0A8M9QCY6_DANRE	hnrnpa1a	445	false	false	Danio rerio	heterogeneous nuclear ribonucleoprotein A1 isoform X1	1:Experimental evidence at protein level	3.82	1.0000	0.9989	0.00000000000000	2	2	2	2	2	2	7038080.0	7038080.0	7038080.0			
tr|A0A8M9QEC8|A0A8M9QEC8_DANRE	A0A8M9QEC8	A0A8M9QEC8_DANRE	myhc3	1937	false	false	Danio rerio	Myosin, heavy polypeptide 1.2, skeletal muscle	3:Protein inferred from homology	2.99	1.0000	0.9990	0.00000000000000	4	0	4	4	0	4	8240404.5	0	8240404.5			
tr|A0A8M9QH30|A0A8M9QH30_DANRE	A0A8M9QH30	A0A8M9QH30_DANRE	wu:fb53f05	923	false	false	Danio rerio	Actinin, alpha 4	1:Experimental evidence at protein level	4.44	1.0000	0.9989	0.00000000000000	3	0	1	3	0	1	1301661.4	0	931601.56			
tr|A0A8N7TD97|A0A8N7TD97_DANRE	A0A8N7TD97	A0A8N7TD97_DANRE	tnpo1	891	false	false	Danio rerio	transportin-1	1:Experimental evidence at protein level	1.46	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	298950.7	298950.7	298950.7			
tr|A0A8N7TEC8|A0A8N7TEC8_DANRE	A0A8N7TEC8	A0A8N7TEC8_DANRE	tkta	628	false	false	Danio rerio	transketolase-like	1:Experimental evidence at protein level	3.50	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	21C(57.0215),2C(57.0215)		
tr|A0A8N7UVM4|A0A8N7UVM4_DANRE	A0A8N7UVM4	A0A8N7UVM4_DANRE	eef2l2	861	false	false	Danio rerio	elongation factor 2	1:Experimental evidence at protein level	7.43	1.0000	0.9972	0.00000000000000	4	0	0	4	0	0	6927474.0	0	0			
tr|A2AWE1|A2AWE1_DANRE	A2AWE1	A2AWE1_DANRE	hm:zehl0637	199	false	false	Danio rerio	Peroxiredoxin-1	1:Experimental evidence at protein level	5.03	1.0000	0.9987	0.00000000000000	1	0	0	1	0	0	540037.0	0	0			
tr|A2BGX6|A2BGX6_DANRE	A2BGX6	A2BGX6_DANRE	myhc4	1935	false	false	Danio rerio	Myosin heavy chain 4	1:Experimental evidence at protein level	0.72	1.0000	0.9866	0.00063775510204	2	0	0	1	0	0	3657318.5	0	0			
tr|A2BHA3|A2BHA3_DANRE	A2BHA3	A2BHA3_DANRE	CK-M	381	false	false	Danio rerio	creatine kinase	1:Experimental evidence at protein level	3.41	1.0000	0.9990	0.00000000000000	1	0	0	2	0	0	1.1559837E7	0	0			
tr|A4QP88|A4QP88_DANRE	A4QP88	A4QP88_DANRE	MGC163038	666	false	false	Danio rerio	MGC163038 protein	1:Experimental evidence at protein level	2.10	1.0000	0.9988	0.00000000000000	1	1	1	1	1	1	1786680.9	1786680.9	1786680.9			
tr|A5PMV7|A5PMV7_DANRE	A5PMV7	A5PMV7_DANRE	ppp2r1ba	589	false	false	Danio rerio	Protein phosphatase 2, regulatory subunit A, beta a	4:Protein predicted	5.77	1.0000	0.9946	0.00000000000000	2	1	1	2	1	1	216724.3	216724.3	216724.3	5C(57.0215)		
tr|A8E5L0|A8E5L0_DANRE	A8E5L0	A8E5L0_DANRE	zgc:64204	380	false	false	Danio rerio	creatine kinase	1:Experimental evidence at protein level	3.42	1.0000	0.9990	0.00000000000000	1	0	0	2	0	0	1.1559837E7	0	0			
tr|A8KB78|A8KB78_DANRE	A8KB78	A8KB78_DANRE	rps23	143	false	false	Danio rerio	40S ribosomal protein S23	1:Experimental evidence at protein level	18.88	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	10C(57.0215)		
tr|A8KBJ5|A8KBJ5_DANRE	A8KBJ5	A8KBJ5_DANRE	si:ch211-113a14.27	136	false	false	Danio rerio	Histone H3	1:Experimental evidence at protein level	23.53	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	27C(57.0215),7M(15.9949)		
tr|A8WGC6|A8WGC6_DANRE	A8WGC6	A8WGC6_DANRE	atp5b	517	false	false	Danio rerio	ATP synthase subunit beta	1:Experimental evidence at protein level	2.51	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	681275.4	681275.4	681275.4			
tr|A9LDD9|A9LDD9_DANRE	A9LDD9	A9LDD9_DANRE	shmt2	492	false	false	Danio rerio	glycine hydroxymethyltransferase	1:Experimental evidence at protein level	2.64	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	631404.3	631404.3	631404.3	11C(57.0215)		
tr|B0R1D0|B0R1D0_DANRE	B0R1D0	B0R1D0_DANRE	CH211-265P12.8	418	false	false	Danio rerio	26S protease regulatory subunit 6B	1:Experimental evidence at protein level	4.31	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	925068.2	925068.2	925068.2			
tr|B0S730|B0S730_DANRE	B0S730	B0S730_DANRE	wu:fj78b08	298	false	false	Danio rerio	ADP/ATP translocase	1:Experimental evidence at protein level	13.42	1.0000	0.9976	0.00000000000000	2	0	0	2	0	0	4389904.5	0	0			
tr|B8A516|B8A516_DANRE	B8A516	B8A516_DANRE	fb22g06	449	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	46.99	1.0000	0.9990	0.00000000000000	10	1	3	19	3	5	3.6402216E7	329226.16	2246269.8	15C(57.0215),6C(57.0215)		
tr|B8A569|B8A569_DANRE	B8A569	B8A569_DANRE	ns:zf-e68	1937	false	false	Danio rerio	Myosin, heavy polypeptide 1.3, skeletal muscle	1:Experimental evidence at protein level	2.99	1.0000	0.9990	0.00000000000000	4	0	0	4	0	0	8240404.5	0	0			
tr|B8JLJ8|B8JLJ8_DANRE	B8JLJ8	B8JLJ8_DANRE	wu:fc19f05	431	false	false	Danio rerio	Heterogeneous nuclear ribonucleoprotein K	1:Experimental evidence at protein level	8.82	1.0000	0.9989	0.00000000000000	2	2	2	3	3	3	1.0873273E7	1.0873273E7	1.0873273E7			
