Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q7ZUY3|H2AX_DANRE	Q7ZUY3	H2AX_DANRE	h2ax	142	false	false	Danio rerio	Histone H2AX	2:Experimental evidence at transcript level	26.06	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	3988002.5	0	3988002.5			tr|A0A8M2BA83|A0A8M2BA83_DANRE, tr|A0A8M3ATV1|A0A8M3ATV1_DANRE, tr|A0A8N7TAW0|A0A8N7TAW0_DANRE, tr|A4FVM2|A4FVM2_DANRE, tr|E7EXD7|E7EXD7_DANRE, tr|E7F5W3|E7F5W3_DANRE, tr|F1QTL1|F1QTL1_DANRE, tr|Q4FZZ7|Q4FZZ7_DANRE, tr|Q561S9|Q561S9_DANRE, tr|Q5XJK2|Q5XJK2_DANRE
sp|Q7ZVF9|ACTB2_DANRE	Q7ZVF9	ACTB2_DANRE	actbb	375	false	false	Danio rerio	Actin, cytoplasmic 2	1:Experimental evidence at protein level	13.33	1.0000	0.9990	0.00000000000000	4	0	4	2	0	2	6274093.0	0	6274093.0	14M(15.9949),1M(15.9949)		
sp|Q7ZVI7|ACTB1_DANRE	Q7ZVI7	ACTB1_DANRE	actba	375	false	false	Danio rerio	Actin, cytoplasmic 1	1:Experimental evidence at protein level	13.33	1.0000	0.9990	0.00000000000000	4	0	0	2	0	0	6274093.0	0	0			
sp|Q90473|HSP7C_DANRE	Q90473	HSP7C_DANRE	hspa8	649	false	false	Danio rerio	Heat shock cognate 71 kDa protein	2:Experimental evidence at transcript level	4.16	1.0000	0.9990	0.00000000000000	2	0	2	1	0	1	6419713.0	0	6419713.0	14C(57.0215)		
tr|A0A8M1N7Z8|A0A8M1N7Z8_DANRE	A0A8M1N7Z8	A0A8M1N7Z8_DANRE	tubb2b	472	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	5.72	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	2727171.0	0	2727171.0			
tr|A0A8M2BJ50|A0A8M2BJ50_DANRE	A0A8M2BJ50	A0A8M2BJ50_DANRE	btf3	196	false	false	Danio rerio	Transcription factor BTF3	1:Experimental evidence at protein level	14.80	1.0000	0.9983	0.00000000000000	2	2	2	2	2	2	1711488.0	1711488.0	1711488.0			
tr|A0A8M9Q636|A0A8M9Q636_DANRE	A0A8M9Q636	A0A8M9Q636_DANRE	tuba7l	468	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	8.76	1.0000	0.9972	0.00000000000000	2	1	1	2	1	1	7336101.0	3692055.0	3692055.0	15C(57.0215)		
tr|A0A8M9QEC8|A0A8M9QEC8_DANRE	A0A8M9QEC8	A0A8M9QEC8_DANRE	myhc3	1937	false	false	Danio rerio	Myosin, heavy polypeptide 1.2, skeletal muscle	3:Protein inferred from homology	1.03	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	961812.0	0	961812.0			
tr|A8KB78|A8KB78_DANRE	A8KB78	A8KB78_DANRE	rps23	143	false	false	Danio rerio	40S ribosomal protein S23	1:Experimental evidence at protein level	18.88	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	10C(57.0215)		
tr|A8KBJ5|A8KBJ5_DANRE	A8KBJ5	A8KBJ5_DANRE	si:ch211-113a14.27	136	false	false	Danio rerio	Histone H3	1:Experimental evidence at protein level	10.29	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	1.2636128E7	0	1.2636128E7			
tr|B8A516|B8A516_DANRE	B8A516	B8A516_DANRE	fb22g06	449	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	13.59	1.0000	0.9990	0.00000000000000	3	1	1	3	1	1	7666096.0	524836.7	524836.7	15C(57.0215)		
tr|B8A569|B8A569_DANRE	B8A569	B8A569_DANRE	ns:zf-e68	1937	false	false	Danio rerio	Myosin, heavy polypeptide 1.3, skeletal muscle	1:Experimental evidence at protein level	1.03	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	961812.0	0	0			
tr|F1QFJ8|F1QFJ8_DANRE	F1QFJ8	F1QFJ8_DANRE	fb19a06	407	false	false	Danio rerio	heterogeneous nuclear ribonucleoprotein H1, like	1:Experimental evidence at protein level	4.67	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1417241.9	1417241.9	1417241.9			
tr|F1R9V3|F1R9V3_DANRE	F1R9V3	F1R9V3_DANRE	hspa8b	647	false	false	Danio rerio	Heat shock protein family A (Hsp70) member 8b	3:Protein inferred from homology	4.17	1.0000	0.9976	0.00000000000000	2	0	0	1	0	0	6419713.0	0	0			
tr|F1RCB6|F1RCB6_DANRE	F1RCB6	F1RCB6_DANRE	actc1a	377	false	false	Danio rerio	Actin alpha cardiac muscle 1a	1:Experimental evidence at protein level	6.10	1.0000	0.9990	0.00000000000000	3	0	1	2	0	2	5570669.5	0	2032226.5	2C(57.0215)		
tr|Q4KMI7|Q4KMI7_DANRE	Q4KMI7	Q4KMI7_DANRE	actc	377	false	false	Danio rerio	Actin, alpha 1b, skeletal muscle	1:Experimental evidence at protein level	7.43	1.0000	0.9990	0.00000000000000	3	0	1	3	0	3	1.0871348E7	0	7332905.0	13M(15.9949),1C(57.0215),1C(57.0215),1C(57.0215)		
tr|Q567E8|Q567E8_DANRE	Q567E8	Q567E8_DANRE	zgc:112098	377	false	false	Danio rerio	Acta1a protein	2:Experimental evidence at transcript level	6.10	1.0000	0.9990	0.00000000000000	3	0	0	2	0	0	5570669.5	0	0			
tr|Q6DC49|Q6DC49_DANRE	Q6DC49	Q6DC49_DANRE	tuba8l3a	450	false	false	Danio rerio	Tubulin alpha chain	2:Experimental evidence at transcript level	8.22	1.0000	0.9988	0.00000000000000	2	0	0	2	0	0	7141259.0	0	0			
tr|Q6IQL9|Q6IQL9_DANRE	Q6IQL9	Q6IQL9_DANRE	actc2	377	false	false	Danio rerio	Novel actin protein	2:Experimental evidence at transcript level	6.10	1.0000	0.9990	0.00000000000000	3	0	0	2	0	0	5570669.5	0	0			
tr|Q6IQX1|Q6IQX1_DANRE	Q6IQX1	Q6IQX1_DANRE	sb:cb38	1935	false	false	Danio rerio	Myosin, heavy polypeptide 2, fast muscle-specific	1:Experimental evidence at protein level	1.03	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	961812.0	0	0			
tr|Q6NW90|Q6NW90_DANRE	Q6NW90	Q6NW90_DANRE	Tubb5	444	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	6.08	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	2727171.0	0	0			
tr|Q6NWI0|Q6NWI0_DANRE	Q6NWI0	Q6NWI0_DANRE	tuba8l	449	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	4.45	1.0000	0.9989	0.00000000000000	1	0	0	1	0	0	3497213.5	0	0			
tr|Q6P972|Q6P972_DANRE	Q6P972	Q6P972_DANRE	zgc:73108	451	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	8.20	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	7141259.0	0	7141259.0	3C(57.0215),3C(57.0215)		
tr|Q6TGS5|Q6TGS5_DANRE	Q6TGS5	Q6TGS5_DANRE	zgc:76934	449	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	4.45	1.0000	0.9985	0.00000000000000	1	0	0	1	0	0	3497213.5	0	0			
tr|Q7ZVI6|Q7ZVI6_DANRE	Q7ZVI6	Q7ZVI6_DANRE	fa93f03	450	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	8.22	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	7141259.0	0	0			
tr|Q08C80|Q08C80_DANRE	Q08C80	Q08C80_DANRE	fj41e11	444	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	6.08	0.9999	0.9989	0.00000000000000	1	0	0	1	0	0	2727171.0	0	0			
tr|Q4KMK1|Q4KMK1_DANRE	Q4KMK1	Q4KMK1_DANRE	zgc:109885	462	false	false	Danio rerio	Elongation factor 1-alpha	1:Experimental evidence at protein level	6.28	0.9998	0.9990	0.00000000000000	1	0	1	1	0	1	0	0	0	11C(57.0215),2M(15.9949)		
tr|A0A8M1NER1|A0A8M1NER1_DANRE	A0A8M1NER1	A0A8M1NER1_DANRE	tuba1c	451	false	false	Danio rerio	Tubulin alpha chain	3:Protein inferred from homology	13.53	0.0000	0.9990	0.00000000000000	3	0	1	4	0	2	1.3803794E7	0	6662534.0	15C(57.0215),15C(57.0215)		
