Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	false	false	Homo sapiens	Lysozyme C	1:Experimental evidence at protein level	8.11	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1.0922309E7	1.0922309E7	1.0922309E7			
sp|P62247|RS8_DANRE	P62247	RS8_DANRE	rps8	208	false	false	Danio rerio	40S ribosomal protein S8	1:Experimental evidence at protein level	7.21	1.0000	0.9989	0.00000000000000	1	0	1	1	0	1	1080995.4	0	1080995.4			
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	false	false	Homo sapiens	Peroxiredoxin-1	1:Experimental evidence at protein level	18.09	1.0000	0.9984	0.00000000000000	4	3	4	4	4	4	2.2141442E7	2.2141442E7	2.2141442E7	15C(57.0215),3C(57.0215),15C(57.0215),3C(57.0215),16C(57.0215),4C(57.0215)		
sp|Q58EE9|GFAP_DANRE	Q58EE9	GFAP_DANRE	gfap	444	false	false	Danio rerio	Glial fibrillary acidic protein	1:Experimental evidence at protein level	2.48	1.0000	0.9990	0.00000000000000	1	0	0	3	0	0	9.7567504E7	0	0			
sp|Q5XJ10|G3P_DANRE	Q5XJ10	G3P_DANRE	gapdh	333	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase	2:Experimental evidence at transcript level	10.51	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	6854912.5	6854912.5	6854912.5			
sp|Q6NWF6|K2C8_DANRE	Q6NWF6	K2C8_DANRE	krt8	520	false	false	Danio rerio	Keratin, type II cytoskeletal 8	1:Experimental evidence at protein level	5.77	1.0000	0.9990	0.00000000000000	4	0	0	7	0	0	1.81332576E8	0	0			
sp|Q6PBY1|RS3A_DANRE	Q6PBY1	RS3A_DANRE	rps3a	267	false	false	Danio rerio	40S ribosomal protein S3a	1:Experimental evidence at protein level	6.37	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	1579424.2	1579424.2	1579424.2			
sp|Q6PI20|H33_DANRE	Q6PI20	H33_DANRE	h3f3d	136	false	false	Danio rerio	Histone H3.3	2:Experimental evidence at transcript level	26.47	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	31C(57.0215)		
sp|Q7ZTS4|K1C18_DANRE	Q7ZTS4	K1C18_DANRE	krt18	431	false	false	Danio rerio	Keratin, type I cytoskeletal 18	1:Experimental evidence at protein level	2.09	1.0000	0.9989	0.00000000000000	1	0	1	1	0	1	0	0	0			
sp|Q7ZVF9|ACTB2_DANRE	Q7ZVF9	ACTB2_DANRE	actbb	375	false	false	Danio rerio	Actin, cytoplasmic 2	1:Experimental evidence at protein level	42.13	1.0000	0.9990	0.00000000000000	8	0	8	12	0	12	1.1282711E7	0	1.1282711E7	12M(15.9949),2C(57.0215),12M(15.9949),2C(57.0215),14M(15.9949),1M(15.9949),5M(15.9949),16C(57.0215),1C(57.0215),2C(57.0215),6M(15.9949)		
sp|Q7ZVI7|ACTB1_DANRE	Q7ZVI7	ACTB1_DANRE	actba	375	false	false	Danio rerio	Actin, cytoplasmic 1	1:Experimental evidence at protein level	42.13	1.0000	0.9990	0.00000000000000	8	0	0	12	0	0	1.1282711E7	0	0			
sp|Q90473|HSP7C_DANRE	Q90473	HSP7C_DANRE	hspa8	649	false	false	Danio rerio	Heat shock cognate 71 kDa protein	2:Experimental evidence at transcript level	7.09	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	1.1635572E7	0	1.1635572E7	14C(57.0215),14C(57.0215)		
sp|Q92005|EF1A_DANRE	Q92005	EF1A_DANRE	eef1a	462	false	false	Danio rerio	Elongation factor 1-alpha	2:Experimental evidence at transcript level	9.52	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	9433278.0	9433278.0	9433278.0	11C(57.0215)		
sp|Q9PT92|CATA_DANRE	Q9PT92	CATA_DANRE	cat	526	false	false	Danio rerio	Catalase	2:Experimental evidence at transcript level	3.61	1.0000	0.9989	0.00000000000000	1	0	0	1	0	0	873289.44	0	0			
tr|A0A8M1N5K7|A0A8M1N5K7_DANRE	A0A8M1N5K7	A0A8M1N5K7_DANRE	c1qbp	270	false	false	Danio rerio	Complement component 1 Q subcomponent-binding protein, mitochondrial	1:Experimental evidence at protein level	5.56	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1075522.1	1075522.1	1075522.1			
tr|A0A8M1N7Z8|A0A8M1N7Z8_DANRE	A0A8M1N7Z8	A0A8M1N7Z8_DANRE	tubb2b	472	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	11.65	1.0000	0.9990	0.00000000000000	3	0	3	3	0	3	6369971.0	0	6369971.0			
tr|A0A8M1NFX8|A0A8M1NFX8_DANRE	A0A8M1NFX8	A0A8M1NFX8_DANRE	krtt1c19e	473	false	false	Danio rerio	keratin type 1 c19e	1:Experimental evidence at protein level	1.90	1.0000	0.9769	0.00234604105572	2	0	0	2	0	0	2.25801184E8	0	0			
tr|A0A8M1P5N6|A0A8M1P5N6_DANRE	A0A8M1P5N6	A0A8M1P5N6_DANRE	krt4	497	false	false	Danio rerio	keratin 4	1:Experimental evidence at protein level	6.04	1.0000	0.9990	0.00000000000000	4	0	0	7	0	0	1.81332576E8	0	0			
tr|A0A8M2BCB9|A0A8M2BCB9_DANRE	A0A8M2BCB9	A0A8M2BCB9_DANRE	pdha1a	400	false	false	Danio rerio	Pyruvate dehydrogenase E1 component subunit alpha	1:Experimental evidence at protein level	7.75	1.0000	0.9979	0.00000000000000	1	1	1	1	1	1	355001.84	355001.84	355001.84	12C(57.0215),3C(57.0215)		
tr|A0A8M2BJ50|A0A8M2BJ50_DANRE	A0A8M2BJ50	A0A8M2BJ50_DANRE	btf3	196	false	false	Danio rerio	Transcription factor BTF3	1:Experimental evidence at protein level	14.80	1.0000	0.9983	0.00000000000000	2	2	2	2	2	2	1213421.1	1213421.1	1213421.1			
tr|A0A8M6Z2B4|A0A8M6Z2B4_DANRE	A0A8M6Z2B4	A0A8M6Z2B4_DANRE	ckba	385	false	false	Danio rerio	creatine kinase	1:Experimental evidence at protein level	3.38	1.0000	0.9663	0.00282805429864	1	0	0	1	0	0	5322220.0	0	0			
tr|A0A8M9PJW6|A0A8M9PJW6_DANRE	A0A8M9PJW6	A0A8M9PJW6_DANRE	wu:fd14a01	1936	false	false	Danio rerio	myosin heavy chain, fast skeletal muscle	1:Experimental evidence at protein level	0.72	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1513868.0	0	0			
tr|A0A8M9Q636|A0A8M9Q636_DANRE	A0A8M9Q636	A0A8M9Q636_DANRE	tuba7l	468	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	13.25	1.0000	0.9972	0.00000000000000	3	1	1	5	2	2	1.1816467E7	4088334.2	4088334.2	15C(57.0215)		
tr|A0A8M9QCY6|A0A8M9QCY6_DANRE	A0A8M9QCY6	A0A8M9QCY6_DANRE	hnrnpa1a	445	false	false	Danio rerio	heterogeneous nuclear ribonucleoprotein A1 isoform X1	1:Experimental evidence at protein level	3.60	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	883285.8	883285.8	883285.8			
tr|A0A8M9QEC8|A0A8M9QEC8_DANRE	A0A8M9QEC8	A0A8M9QEC8_DANRE	myhc3	1937	false	false	Danio rerio	Myosin, heavy polypeptide 1.2, skeletal muscle	3:Protein inferred from homology	2.99	1.0000	0.9990	0.00000000000000	3	0	3	3	0	3	4791770.5	0	4791770.5			
tr|A0A8N7UVM4|A0A8N7UVM4_DANRE	A0A8N7UVM4	A0A8N7UVM4_DANRE	eef2l2	861	false	false	Danio rerio	elongation factor 2	1:Experimental evidence at protein level	2.44	1.0000	0.9972	0.00000000000000	1	0	0	1	0	0	767323.5	0	0			
tr|A2BGX6|A2BGX6_DANRE	A2BGX6	A2BGX6_DANRE	myhc4	1935	false	false	Danio rerio	Myosin heavy chain 4	1:Experimental evidence at protein level	0.72	1.0000	0.9866	0.00063775510204	1	0	0	1	0	0	1513868.0	0	0			
tr|A2BHA3|A2BHA3_DANRE	A2BHA3	A2BHA3_DANRE	CK-M	381	false	false	Danio rerio	creatine kinase	1:Experimental evidence at protein level	3.41	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	5322220.0	0	0			
tr|A8E5L0|A8E5L0_DANRE	A8E5L0	A8E5L0_DANRE	zgc:64204	380	false	false	Danio rerio	creatine kinase	1:Experimental evidence at protein level	3.42	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	5322220.0	0	0			
tr|A8KB78|A8KB78_DANRE	A8KB78	A8KB78_DANRE	rps23	143	false	false	Danio rerio	40S ribosomal protein S23	1:Experimental evidence at protein level	18.88	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	204462.02	204462.02	204462.02	10C(57.0215)		
tr|A8KBJ5|A8KBJ5_DANRE	A8KBJ5	A8KBJ5_DANRE	si:ch211-113a14.27	136	false	false	Danio rerio	Histone H3	1:Experimental evidence at protein level	23.53	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1169894.4	1169894.4	1169894.4	27C(57.0215)		
tr|A8WGC6|A8WGC6_DANRE	A8WGC6	A8WGC6_DANRE	atp5b	517	false	false	Danio rerio	ATP synthase subunit beta	1:Experimental evidence at protein level	5.61	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
tr|B8A516|B8A516_DANRE	B8A516	B8A516_DANRE	fb22g06	449	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	29.84	1.0000	0.9990	0.00000000000000	6	1	1	9	1	1	1.4971723E7	0	0	15C(57.0215)		
tr|B8A569|B8A569_DANRE	B8A569	B8A569_DANRE	ns:zf-e68	1937	false	false	Danio rerio	Myosin, heavy polypeptide 1.3, skeletal muscle	1:Experimental evidence at protein level	2.99	1.0000	0.9990	0.00000000000000	3	0	0	3	0	0	4791770.5	0	0			
tr|B8JLJ8|B8JLJ8_DANRE	B8JLJ8	B8JLJ8_DANRE	wu:fc19f05	431	false	false	Danio rerio	Heterogeneous nuclear ribonucleoprotein K	1:Experimental evidence at protein level	3.48	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	5252134.5	5252134.5	5252134.5			
tr|F1QFJ8|F1QFJ8_DANRE	F1QFJ8	F1QFJ8_DANRE	fb19a06	407	false	false	Danio rerio	heterogeneous nuclear ribonucleoprotein H1, like	1:Experimental evidence at protein level	4.67	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	2326317.8	2326317.8	2326317.8			
tr|F1QV31|F1QV31_DANRE	F1QV31	F1QV31_DANRE	ckii	566	false	false	Danio rerio	keratin 5	1:Experimental evidence at protein level	5.30	1.0000	0.9987	0.00000000000000	4	0	0	7	0	0	1.81332576E8	0	0			
tr|F1QVX3|F1QVX3_DANRE	F1QVX3	F1QVX3_DANRE	myhb	1937	false	false	Danio rerio	Myosin, heavy chain b	1:Experimental evidence at protein level	1.96	1.0000	0.9989	0.00000000000000	2	0	0	2	0	0	3827614.8	0	0			
tr|F1R6C7|F1R6C7_DANRE	F1R6C7	F1R6C7_DANRE	myha	1933	false	false	Danio rerio	Myosin, heavy chain a	3:Protein inferred from homology	0.72	1.0000	0.9982	0.00000000000000	1	0	0	1	0	0	1513868.0	0	0			
tr|F1R9V3|F1R9V3_DANRE	F1R9V3	F1R9V3_DANRE	hspa8b	647	false	false	Danio rerio	Heat shock protein family A (Hsp70) member 8b	3:Protein inferred from homology	3.40	1.0000	0.9976	0.00000000000000	1	0	0	1	0	0	1.1212136E7	0	0			
tr|F1RCB6|F1RCB6_DANRE	F1RCB6	F1RCB6_DANRE	actc1a	377	false	false	Danio rerio	Actin alpha cardiac muscle 1a	1:Experimental evidence at protein level	25.46	1.0000	0.9990	0.00000000000000	4	1	2	7	1	5	1.3542766E7	6252990.0	1.2722782E7	12M(15.9949),2C(57.0215),1C(57.0215),1C(57.0215),2C(57.0215),2C(57.0215)		
tr|Q05AL9|Q05AL9_DANRE	Q05AL9	Q05AL9_DANRE	wu:fa91c11	431	false	false	Danio rerio	Zgc:153629	1:Experimental evidence at protein level	4.64	1.0000	0.9988	0.00000000000000	4	0	2	5	0	3	2.3760064E8	0	1.6657146E7			
tr|Q4KMI7|Q4KMI7_DANRE	Q4KMI7	Q4KMI7_DANRE	actc	377	false	false	Danio rerio	Actin, alpha 1b, skeletal muscle	1:Experimental evidence at protein level	19.36	1.0000	0.9990	0.00000000000000	3	0	2	8	0	7	1.0074686E7	0	9254701.0	13M(15.9949),1C(57.0215),14M(15.9949),5M(15.9949),1C(57.0215),1C(57.0215),1C(57.0215),27M(15.9949)		
tr|Q4VBI6|Q4VBI6_DANRE	Q4VBI6	Q4VBI6_DANRE	tubb2a	449	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	6.24	1.0000	0.9976	0.00000000000000	2	0	0	2	0	0	1070051.6	0	0			
tr|Q567E8|Q567E8_DANRE	Q567E8	Q567E8_DANRE	zgc:112098	377	false	false	Danio rerio	Acta1a protein	2:Experimental evidence at transcript level	18.04	1.0000	0.9990	0.00000000000000	3	0	0	6	0	0	7289776.5	0	0			
tr|Q5RG12|Q5RG12_DANRE	Q5RG12	Q5RG12_DANRE	hsp90a2	734	false	false	Danio rerio	Heat shock protein 90-alpha 2	1:Experimental evidence at protein level	9.26	1.0000	0.9990	0.00000000000000	4	2	3	5	3	4	9547275.0	5029888.0	6283245.0			
tr|Q5XJ12|Q5XJ12_DANRE	Q5XJ12	Q5XJ12_DANRE	crs	682	false	false	Danio rerio	Stress-70 protein, mitochondrial	1:Experimental evidence at protein level	4.55	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1771704.8	1771704.8	1771704.8			
tr|Q6DC49|Q6DC49_DANRE	Q6DC49	Q6DC49_DANRE	tuba8l3a	450	false	false	Danio rerio	Tubulin alpha chain	2:Experimental evidence at transcript level	12.89	1.0000	0.9988	0.00000000000000	3	0	0	6	0	0	1.2721002E7	0	0			
tr|Q6IQL9|Q6IQL9_DANRE	Q6IQL9	Q6IQL9_DANRE	actc2	377	false	false	Danio rerio	Novel actin protein	2:Experimental evidence at transcript level	18.04	1.0000	0.9990	0.00000000000000	3	0	0	6	0	0	7289776.5	0	0			
tr|Q6IQP5|Q6IQP5_DANRE	Q6IQP5	Q6IQP5_DANRE	wu:fi32b03	432	false	false	Danio rerio	phosphopyruvate hydratase	1:Experimental evidence at protein level	4.17	1.0000	0.9990	0.00000000000000	1	0	1	2	0	2	7006163.5	0	7006163.5			
tr|Q6IQX1|Q6IQX1_DANRE	Q6IQX1	Q6IQX1_DANRE	sb:cb38	1935	false	false	Danio rerio	Myosin, heavy polypeptide 2, fast muscle-specific	1:Experimental evidence at protein level	3.00	1.0000	0.9990	0.00000000000000	3	0	0	3	0	0	4791770.5	0	0			
tr|Q6NW90|Q6NW90_DANRE	Q6NW90	Q6NW90_DANRE	Tubb5	444	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	16.22	1.0000	0.9990	0.00000000000000	4	1	1	4	1	1	6485356.0	326475.03	326475.03			
tr|Q6NWC3|Q6NWC3_DANRE	Q6NWC3	Q6NWC3_DANRE	fc94f01	280	false	false	Danio rerio	40S ribosomal protein S2	1:Experimental evidence at protein level	6.07	1.0000	0.9986	0.00000000000000	1	1	1	2	2	2	5449747.0	5449747.0	5449747.0			
tr|Q6NWI0|Q6NWI0_DANRE	Q6NWI0	Q6NWI0_DANRE	tuba8l	449	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	9.13	1.0000	0.9989	0.00000000000000	2	0	0	4	0	0	5328918.5	0	0			
tr|Q6P3J5|Q6P3J5_DANRE	Q6P3J5	Q6P3J5_DANRE	EEF2	858	false	false	Danio rerio	Eukaryotic Translation Elongation factor 2B	1:Experimental evidence at protein level	2.45	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	767323.5	0	767323.5			
tr|Q6P5M5|Q6P5M5_DANRE	Q6P5M5	Q6P5M5_DANRE	DKEY-238C7.11	180	false	false	Danio rerio	ADP-ribosylation factor	2:Experimental evidence at transcript level	10.00	1.0000	0.9957	0.00000000000000	1	0	0	1	0	0	1794394.2	0	0			tr|Q7ZUW4|Q7ZUW4_DANRE
tr|Q6P5M9|Q6P5M9_DANRE	Q6P5M9	Q6P5M9_DANRE	tubb2c	445	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	6.29	1.0000	0.9989	0.00000000000000	2	0	0	2	0	0	1070051.6	0	0			
tr|Q6P972|Q6P972_DANRE	Q6P972	Q6P972_DANRE	zgc:73108	451	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	24.39	1.0000	0.9990	0.00000000000000	5	0	5	8	0	8	1.4971723E7	0	1.4971723E7	18C(57.0215),23C(57.0215),2C(57.0215),3C(57.0215),3C(57.0215)		
tr|Q6PE34|Q6PE34_DANRE	Q6PE34	Q6PE34_DANRE	fj33a08	444	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	2.25	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	858961.75	0	0			
tr|Q6PGX4|Q6PGX4_DANRE	Q6PGX4	Q6PGX4_DANRE	zgc:63663	647	false	false	Danio rerio	Heat shock cognate 70	1:Experimental evidence at protein level	3.71	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	423435.6	0	0			
tr|Q6PHE4|Q6PHE4_DANRE	Q6PHE4	Q6PHE4_DANRE	krtt1c6	405	false	false	Danio rerio	Zgc:77517	1:Experimental evidence at protein level	2.22	1.0000	0.9989	0.00000000000000	1	0	0	1	0	0	0	0	0			
tr|Q6Q421|Q6Q421_DANRE	Q6Q421	Q6Q421_DANRE	wu:fa93f04	145	false	false	Danio rerio	40S ribosomal protein S15	1:Experimental evidence at protein level	18.62	1.0000	0.9951	0.00000000000000	1	1	1	1	1	1	2978012.8	2978012.8	2978012.8			
tr|Q6TGS5|Q6TGS5_DANRE	Q6TGS5	Q6TGS5_DANRE	zgc:76934	449	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	12.92	1.0000	0.9985	0.00000000000000	3	1	1	5	1	1	6181379.0	852460.0	852460.0	3C(57.0215)		
tr|Q6TH14|Q6TH14_DANRE	Q6TH14	Q6TH14_DANRE	ENO1	433	false	false	Danio rerio	phosphopyruvate hydratase	1:Experimental evidence at protein level	3.23	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	430461.1	430461.1	430461.1			
tr|Q78AP9|Q78AP9_DANRE	Q78AP9	Q78AP9_DANRE	arf3	181	false	false	Danio rerio	ADP-ribosylation factor	2:Experimental evidence at transcript level	9.94	1.0000	0.9988	0.00000000000000	1	0	1	1	0	1	1794394.2	0	1794394.2			tr|Q7ZUA0|Q7ZUA0_DANRE, tr|Q7ZUZ7|Q7ZUZ7_DANRE
tr|Q7T1K0|Q7T1K0_DANRE	Q7T1K0	Q7T1K0_DANRE	zgc:65996	184	false	false	Danio rerio	60S ribosomal protein L17	1:Experimental evidence at protein level	8.70	1.0000	0.9961	0.00000000000000	1	1	1	1	1	1	3079658.2	3079658.2	3079658.2			
tr|Q7ZV29|Q7ZV29_DANRE	Q7ZV29	Q7ZV29_DANRE	wu:fd59b07	417	false	false	Danio rerio	Phosphoglycerate kinase	1:Experimental evidence at protein level	4.32	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	3301712.5	3301712.5	3301712.5			
tr|Q7ZVI6|Q7ZVI6_DANRE	Q7ZVI6	Q7ZVI6_DANRE	fa93f03	450	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	12.89	1.0000	0.9990	0.00000000000000	3	0	0	6	0	0	1.2721002E7	0	0			
tr|Q7ZW01|Q7ZW01_DANRE	Q7ZW01	Q7ZW01_DANRE	fd02b12	445	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	12.36	1.0000	0.9831	0.00122549019608	3	1	1	3	1	1	2680750.2	1610698.6	1610698.6			
tr|Q7ZW20|Q7ZW20_DANRE	Q7ZW20	Q7ZW20_DANRE	fe38c12	255	false	false	Danio rerio	14-3-3 protein epsilon	1:Experimental evidence at protein level	5.10	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	509763.97	509763.97	509763.97			
