Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|F1RAX4|STRA6_DANRE	F1RAX4	STRA6_DANRE	stra6	670	false	false	Danio rerio	Receptor for retinol uptake stra6	1:Experimental evidence at protein level	3.13	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	7776407.0	7776407.0	7776407.0			
sp|F1RCR6|TRIPC_DANRE	F1RCR6	TRIPC_DANRE	trip12	2026	false	false	Danio rerio	E3 ubiquitin-protein ligase TRIP12	3:Protein inferred from homology	0.54	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	508893.97	508893.97	508893.97	6C(57.0215),8C(57.0215)		
sp|F6P6X0|UBAP1_DANRE	F6P6X0	UBAP1_DANRE	ubap1	453	false	false	Danio rerio	Ubiquitin-associated protein 1	2:Experimental evidence at transcript level	2.65	1.0000	0.9982	0.00000000000000	1	1	1	1	1	1	2358936.8	2358936.8	2358936.8	6M(15.9949)		
sp|O42248|GBLP_DANRE	O42248	GBLP_DANRE	gnb2l1	317	false	false	Danio rerio	Guanine nucleotide-binding protein subunit beta-2-like 1	1:Experimental evidence at protein level	16.40	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	4170131.8	4170131.8	4170131.8	13C(57.0215),14C(57.0215)		
sp|O57521|HS90B_DANRE	O57521	HS90B_DANRE	hsp90ab1	725	false	false	Danio rerio	Heat shock protein HSP 90-beta	1:Experimental evidence at protein level	2.34	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|O77727|K1C15_SHEEP	O77727	K1C15_SHEEP	KRT15	453	false	false	Ovis aries	Keratin, type I cytoskeletal 15	2:Experimental evidence at transcript level	10.82	1.0000	0.9990	0.00000000000000	7	2	3	7	2	2	1.12680824E8	4473622.0	5660582.0	15M(15.9949)		
sp|O82803|SRPP_HEVBR	O82803	SRPP_HEVBR	SRPP	204	false	false	Hevea brasiliensis	Small rubber particle protein	1:Experimental evidence at protein level	28.92	1.0000	0.9985	0.00000000000000	5	5	5	5	5	5	1.2497444E7	1.2497444E7	1.2497444E7	N-term(42.0106),N-term(42.0106)		
sp|P00760|TRY1_BOVIN	P00760	TRY1_BOVIN	PRSS1	246	false	false	Bos taurus	Serine protease 1	1:Experimental evidence at protein level	9.76	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	1.7352118E7	1.7352118E7	1.7352118E7	12C(57.0215),23C(57.0215),12C(57.0215),23C(57.0215)		
sp|P00761|TRYP_PIG	P00761	TRYP_PIG		231	false	false	Sus scrofa	Trypsin	1:Experimental evidence at protein level	74.46	1.0000	0.9990	0.00000000000000	15	15	15	24	24	24	3.23790848E9	3.23790848E9	3.23790848E9	12C(57.0215),12C(57.0215),23C(57.0215),13C(57.0215),13C(57.0215),13C(57.0215),27C(57.0215),3C(57.0215),17M(15.9949),17M(15.9949),17M(15.9949),2C(57.0215),2C(57.0215),2C(57.0215),30C(57.0215),9C(57.0215),2C(57.0215),9C(57.0215),2C(57.0215),9C(57.0215),37M(15.9949),9C(57.0215)		
sp|P00883|ALDOA_RABIT	P00883	ALDOA_RABIT	ALDOA	364	false	false	Oryctolagus cuniculus	Fructose-bisphosphate aldolase A	1:Experimental evidence at protein level	12.64	1.0000	0.9977	0.00000000000000	2	1	1	2	1	1	0	0	0			
sp|P01112|RASH_HUMAN	P01112	RASH_HUMAN	HRAS	189	false	false	Homo sapiens	GTPase HRas	1:Experimental evidence at protein level	21.16	1.0000	0.9990	0.00000000000000	3	0	3	3	0	3	2657932.2	0	2657932.2	N-term(42.0106)		tr|Q503B6|Q503B6_DANRE, tr|Q568K0|Q568K0_DANRE
sp|P02662|CASA1_BOVIN	P02662	CASA1_BOVIN	CSN1S1	214	false	false	Bos taurus	Alpha-S1-casein	1:Experimental evidence at protein level	28.97	1.0000	0.9990	0.00000000000000	6	6	6	8	8	8	1.255724E8	1.255724E8	1.255724E8	11M(15.9949),11M(15.9949),3M(15.9949)		
sp|P02663|CASA2_BOVIN	P02663	CASA2_BOVIN	CSN1S2	222	false	false	Bos taurus	Alpha-S2-casein	1:Experimental evidence at protein level	4.95	1.0000	0.9990	0.00000000000000	3	3	3	1	1	1	1.004229E7	1.004229E7	1.004229E7			
sp|P02666|CASB_BOVIN	P02666	CASB_BOVIN	CSN2	224	false	false	Bos taurus	Beta-casein	1:Experimental evidence at protein level	18.75	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	1.1728831E7	1.1728831E7	1.1728831E7	2M(15.9949),2M(15.9949),9M(15.9949)		
sp|P02668|CASK_BOVIN	P02668	CASK_BOVIN	CSN3	190	false	false	Bos taurus	Kappa-casein	1:Experimental evidence at protein level	32.63	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	2.0935866E7	2.0935866E7	2.0935866E7			
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	false	false	Homo sapiens	Albumin	1:Experimental evidence at protein level	8.54	1.0000	0.9989	0.00000000000000	8	5	5	5	3	3	9598228.0	4929717.0	4929717.0	3C(57.0215),6M(15.9949)		
sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	false	false	Bos taurus	Albumin	1:Experimental evidence at protein level	2.47	1.0000	0.9990	0.00000000000000	4	1	4	2	0	2	9712733.0	2216226.2	9712733.0			
sp|P02788|TRFL_HUMAN	P02788	TRFL_HUMAN	LTF	710	false	false	Homo sapiens	Lactotransferrin	1:Experimental evidence at protein level	26.34	1.0000	0.9990	0.00000000000000	16	16	16	16	16	16	1.3140334E7	1.3140334E7	1.3140334E7	10C(57.0215),11C(57.0215),17C(57.0215),4C(57.0215),7C(57.0215),21C(57.0215),2C(57.0215),6M(15.9949),4C(57.0215),7C(57.0215),5C(57.0215)		
sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	CAT	527	false	false	Homo sapiens	Catalase	1:Experimental evidence at protein level	22.39	1.0000	0.9990	0.00000000000000	10	8	10	10	8	10	2.2109224E7	2.2109224E7	2.2109224E7	11C(57.0215),12C(57.0215),N-term(42.0106),N-term(42.0106),11M(15.9949)		
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	false	false	Homo sapiens	Keratin, type II cytoskeletal 1	1:Experimental evidence at protein level	62.11	1.0000	0.9990	0.00000000000000	52	49	52	69	66	69	2.13505382E9	2.13505382E9	2.13505382E9	10M(15.9949),14C(57.0215),11C(57.0215),12C(57.0215),14C(57.0215),19M(15.9949),1M(15.9949),5C(57.0215),1M(15.9949),5C(57.0215),4C(57.0215),4C(57.0215),4C(57.0215),4C(57.0215),5C(57.0215),5C(57.0215),7M(15.9949),9M(15.9949),9M(15.9949)		
sp|P06732|KCRM_HUMAN	P06732	KCRM_HUMAN	CKM	381	false	false	Homo sapiens	Creatine kinase M-type	1:Experimental evidence at protein level	3.67	1.0000	0.9989	0.00000000000000	1	0	0	1	0	0	3856204.8	0	0			
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	false	false	Homo sapiens	Cathepsin D	1:Experimental evidence at protein level	2.67	1.0000	0.9990	0.00000000000000	2	1	2	1	0	1	5696570.0	3010930.2	5696570.0	7M(15.9949)		
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	false	false	Homo sapiens	Thioredoxin	1:Experimental evidence at protein level	45.71	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	3.7473952E7	3.7473952E7	3.7473952E7	24C(57.0215),27C(57.0215),24C(57.0215),27C(57.0215)		
sp|P13104|TPM1_DANRE	P13104	TPM1_DANRE	tpma	284	false	false	Danio rerio	Tropomyosin alpha-1 chain	2:Experimental evidence at transcript level	32.39	1.0000	0.9990	0.00000000000000	11	2	11	12	1	12	5.3885856E7	892089.75	5.3885856E7			
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	false	false	Homo sapiens	Keratin, type I cytoskeletal 10	1:Experimental evidence at protein level	58.56	1.0000	0.9990	0.00000000000000	40	35	40	57	51	57	1.12494246E9	1.12494246E9	1.12494246E9	10C(57.0215),10C(57.0215),11M(15.9949),14M(15.9949),16C(57.0215),16C(57.0215),21C(57.0215),26C(57.0215),26M(15.9949),3M(15.9949),3M(15.9949),3M(15.9949),5C(57.0215),5C(57.0215),5C(57.0215),5M(15.9949),7C(57.0215)		
sp|P15252|REF_HEVBR	P15252	REF_HEVBR		138	false	false	Hevea brasiliensis	Rubber elongation factor protein	1:Experimental evidence at protein level	15.94	1.0000	0.9989	0.00000000000000	2	2	2	2	2	2	3835494.0	3835494.0	3835494.0			
sp|P17561|EPD_DANRE	P17561	EPD_DANRE	epd	217	false	false	Danio rerio	Ependymin	2:Experimental evidence at transcript level	8.76	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	794373.6	794373.6	794373.6			
sp|P35359|OPSD_DANRE	P35359	OPSD_DANRE	rho	354	false	false	Danio rerio	Rhodopsin	1:Experimental evidence at protein level	9.04	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	0	0	0	10C(57.0215),8C(57.0215),12C(57.0215),13M(15.9949),8C(57.0215)		
sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	false	false	Homo sapiens	Keratin, type I cytoskeletal 9	1:Experimental evidence at protein level	66.93	1.0000	0.9990	0.00000000000000	42	42	42	57	57	57	3.38537664E8	3.38537664E8	3.38537664E8	10M(15.9949),15C(57.0215),19M(15.9949),1M(15.9949),27C(57.0215),2C(57.0215),3M(15.9949),3M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),6M(15.9949),8M(15.9949),N-term(42.0106),2C(57.0215)		
sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	false	false	Homo sapiens	Keratin, type II cytoskeletal 2 epidermal	1:Experimental evidence at protein level	83.88	1.0000	0.9990	0.00000000000000	46	42	44	59	55	57	2.17936352E8	2.17936352E8	2.17936352E8	10M(15.9949),1M(15.9949),23M(15.9949),23M(15.9949),7C(57.0215),7C(57.0215),7M(15.9949),7M(15.9949),8C(57.0215),8C(57.0215),9M(15.9949)		
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	false	false	Homo sapiens	Lysozyme C	1:Experimental evidence at protein level	57.43	1.0000	0.9990	0.00000000000000	8	8	8	10	10	10	1.06124952E8	1.06124952E8	1.06124952E8	12C(57.0215),26C(57.0215),8C(57.0215),12C(57.0215),26C(57.0215),8C(57.0215),15C(57.0215),19C(57.0215),33C(57.0215),3C(57.0215),3M(15.9949),9C(57.0215)		
sp|P62084|RS7_DANRE	P62084	RS7_DANRE	rps7	194	false	false	Danio rerio	40S ribosomal protein S7	1:Experimental evidence at protein level	13.92	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	4520893.0	4520893.0	4520893.0			
sp|P62247|RS8_DANRE	P62247	RS8_DANRE	rps8	208	false	false	Danio rerio	40S ribosomal protein S8	1:Experimental evidence at protein level	33.65	1.0000	0.9990	0.00000000000000	5	4	5	7	5	7	2.407149E7	2.0297332E7	2.407149E7	12C(57.0215),4C(57.0215),2C(57.0215)		
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	false	false	Homo sapiens	Peptidyl-prolyl cis-trans isomerase A	1:Experimental evidence at protein level	10.91	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	324441.38	324441.38	324441.38			
sp|P68871|HBB_HUMAN	P68871	HBB_HUMAN	HBB	147	false	false	Homo sapiens	Hemoglobin subunit beta	1:Experimental evidence at protein level	34.69	1.0000	0.9986	0.00000000000000	5	5	5	6	6	6	6075704.0	6075704.0	6075704.0	15M(15.9949)		
sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA2	142	false	false	Homo sapiens	Hemoglobin subunit alpha	1:Experimental evidence at protein level	18.31	1.0000	0.9982	0.00000000000000	2	2	2	2	2	2	3336999.5	3336999.5	3336999.5			
sp|P79735|RAN_DANRE	P79735	RAN_DANRE	ran	215	false	false	Danio rerio	GTP-binding nuclear protein Ran	2:Experimental evidence at transcript level	29.77	1.0000	0.9990	0.00000000000000	5	5	5	6	6	6	2.2196708E7	2.2196708E7	2.2196708E7	10C(57.0215),2C(57.0215),N-term(42.0106)		
sp|Q06725|N2F1A_DANRE	Q06725	N2F1A_DANRE	nr2f1a	411	false	false	Danio rerio	Nuclear receptor subfamily 2 group F member 1-A	2:Experimental evidence at transcript level	3.41	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	0	0	0			tr|Q91430|Q91430_DANRE
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	false	false	Homo sapiens	Peroxiredoxin-1	1:Experimental evidence at protein level	21.61	1.0000	0.9984	0.00000000000000	6	3	3	5	3	3	2.0255852E7	1.3817642E7	1.3817642E7			
sp|Q1MTE5|ARL3_DANRE	Q1MTE5	ARL3_DANRE	arl3	182	false	false	Danio rerio	ADP-ribosylation factor-like protein 3	2:Experimental evidence at transcript level	10.44	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|Q1MTI4|TPISA_DANRE	Q1MTI4	TPISA_DANRE	tpi1a	248	false	false	Danio rerio	Triosephosphate isomerase A	2:Experimental evidence at transcript level	6.05	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1156128.4	0	0			
sp|Q32LQ4|BHMT1_DANRE	Q32LQ4	BHMT1_DANRE	bhmt	400	false	false	Danio rerio	Betaine--homocysteine S-methyltransferase 1	2:Experimental evidence at transcript level	14.50	1.0000	0.9990	0.00000000000000	4	4	4	6	6	6	1.1336833E7	1.1336833E7	1.1336833E7	6M(15.9949)		
sp|Q49HM9|GRK7A_DANRE	Q49HM9	GRK7A_DANRE	grk7a	549	false	false	Danio rerio	Rhodopsin kinase grk7a	1:Experimental evidence at protein level	5.65	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1388149.9	1388149.9	1388149.9	N-term(42.0106),1C(57.0215),3M(15.9949)		
sp|Q52PJ5|DPYL3_DANRE	Q52PJ5	DPYL3_DANRE	dpysl3	567	false	false	Danio rerio	Dihydropyrimidinase-related protein 3	2:Experimental evidence at transcript level	16.05	1.0000	0.9990	0.00000000000000	7	6	7	6	6	6	3825575.0	2682252.2	3825575.0	10C(57.0215),4M(15.9949),8C(57.0215),8C(57.0215)		
sp|Q58EE9|GFAP_DANRE	Q58EE9	GFAP_DANRE	gfap	444	false	false	Danio rerio	Glial fibrillary acidic protein	1:Experimental evidence at protein level	2.48	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	9570957.0	0	0			
sp|Q58EG2|ERLN1_DANRE	Q58EG2	ERLN1_DANRE	erlin1	342	false	false	Danio rerio	Erlin-1	2:Experimental evidence at transcript level	9.06	1.0000	0.9989	0.00000000000000	4	3	4	4	3	4	6637568.5	2572871.5	6637568.5	9M(15.9949)		
sp|Q5D018|RBM8A_DANRE	Q5D018	RBM8A_DANRE	rbm8a	174	false	false	Danio rerio	RNA-binding protein 8A	2:Experimental evidence at transcript level	10.92	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	477306.56	477306.56	477306.56			
sp|Q5MJ86|G3P2_DANRE	Q5MJ86	G3P2_DANRE	gapdh-2	335	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase 2	2:Experimental evidence at transcript level	25.67	1.0000	0.9990	0.00000000000000	10	8	10	11	10	11	1.9933556E7	1.7773692E7	1.9933556E7	13C(57.0215),13M(15.9949),13M(15.9949),20C(57.0215),20C(57.0215),4M(15.9949),N-term(42.0106),4C(57.0215)		
sp|Q5PRD0|143BA_DANRE	Q5PRD0	143BA_DANRE	ywhaba	244	false	false	Danio rerio	14-3-3 protein beta/alpha-A	2:Experimental evidence at transcript level	12.70	1.0000	0.9990	0.00000000000000	4	1	4	3	0	3	6041025.5	260211.81	6041025.5	N-term(42.0106)		
sp|Q5TZ66|SN25A_DANRE	Q5TZ66	SN25A_DANRE	snap25a	204	false	false	Danio rerio	Synaptosomal-associated protein 25-A	2:Experimental evidence at transcript level	33.82	1.0000	0.9990	0.00000000000000	5	2	2	13	3	3	4.5498264E7	1.3254374E7	1.3254374E7			
sp|Q5XJ10|G3P_DANRE	Q5XJ10	G3P_DANRE	gapdh	333	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase	2:Experimental evidence at transcript level	31.23	1.0000	0.9990	0.00000000000000	7	5	5	7	6	6	1.384076E7	9086512.0	9086512.0	13M(15.9949),19C(57.0215)		
sp|Q5XXA7|HDGR2_DANRE	Q5XXA7	HDGR2_DANRE	hdgfl2	662	false	false	Danio rerio	Hepatoma-derived growth factor-related protein 2	2:Experimental evidence at transcript level	1.66	1.0000	0.9977	0.00000000000000	1	0	1	1	0	1	2.258998E7	0	2.258998E7			tr|A0A8M3AN22|A0A8M3AN22_DANRE
sp|Q642H9|RS4X_DANRE	Q642H9	RS4X_DANRE	rps4x	263	false	false	Danio rerio	40S ribosomal protein S4, X isoform	1:Experimental evidence at protein level	4.56	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1917772.8	1917772.8	1917772.8	4C(57.0215)		
sp|Q642J5|RFOX1_DANRE	Q642J5	RFOX1_DANRE	rbfox1	373	false	false	Danio rerio	RNA binding protein fox-1 homolog 1	2:Experimental evidence at transcript level	5.09	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|Q6DEM5|TIM8A_DANRE	Q6DEM5	TIM8A_DANRE	timm8a	90	false	false	Danio rerio	Mitochondrial import inner membrane translocase subunit Tim8 A	3:Protein inferred from homology	12.22	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1129779.1	1129779.1	1129779.1	4C(57.0215),8C(57.0215)		
sp|Q6DGJ3|TIM13_DANRE	Q6DGJ3	TIM13_DANRE	timm13	95	false	false	Danio rerio	Mitochondrial import inner membrane translocase subunit Tim13	3:Protein inferred from homology	10.53	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	1292727.0	1292727.0	1292727.0	2M(15.9949)		
sp|Q6DGV1|CELF4_DANRE	Q6DGV1	CELF4_DANRE	celf4	520	false	false	Danio rerio	CUGBP Elav-like family member 4	2:Experimental evidence at transcript level	1.92	1.0000	0.9988	0.00000000000000	1	0	0	1	0	0	457523.25	0	0			
sp|Q6DGY7|CRGNB_DANRE	Q6DGY7	CRGNB_DANRE	crygnb	183	false	false	Danio rerio	Gamma-crystallin N-B	2:Experimental evidence at transcript level	40.44	1.0000	0.9990	0.00000000000000	7	7	7	9	9	9	1.566168E7	1.566168E7	1.566168E7	1C(57.0215),8C(57.0215),2C(57.0215),4C(57.0215),6C(57.0215),9M(15.9949),9M(15.9949),N-term(42.0106),8C(57.0215)		
sp|Q6DI05|SUMO3_DANRE	Q6DI05	SUMO3_DANRE	sumo3	94	false	false	Danio rerio	Small ubiquitin-related modifier 3	3:Protein inferred from homology	12.77	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	761194.3	0	761194.3			sp|Q6NV25|SMO3L_DANRE
sp|Q6DI06|TIM10_DANRE	Q6DI06	TIM10_DANRE	timm10	88	false	false	Danio rerio	Mitochondrial import inner membrane translocase subunit Tim10	3:Protein inferred from homology	15.91	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1221627.9	1221627.9	1221627.9	11C(57.0215)		
sp|Q6DRH5|NOP10_DANRE	Q6DRH5	NOP10_DANRE	nop10	64	false	false	Danio rerio	H/ACA ribonucleoprotein complex subunit 3	3:Protein inferred from homology	20.31	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	679267.2	679267.2	679267.2			
sp|Q6IQM2|CYC_DANRE	Q6IQM2	CYC_DANRE	cyc	104	false	false	Danio rerio	Cytochrome c	3:Protein inferred from homology	7.69	1.0000	0.9989	0.00000000000000	1	0	1	1	0	1	0	0	0			
sp|Q6NSN2|AOF_DANRE	Q6NSN2	AOF_DANRE	mao	522	false	false	Danio rerio	Amine oxidase [flavin-containing]	1:Experimental evidence at protein level	9.77	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	4438136.5	4438136.5	4438136.5	3C(57.0215),N-term(42.0106),N-term(42.0106)		
sp|Q6NWF6|K2C8_DANRE	Q6NWF6	K2C8_DANRE	krt8	520	false	false	Danio rerio	Keratin, type II cytoskeletal 8	1:Experimental evidence at protein level	5.77	1.0000	0.9990	0.00000000000000	4	0	1	4	0	1	1.4783329E7	0	927380.6			
sp|Q6NXA4|ILF3_DANRE	Q6NXA4	ILF3_DANRE	ilf3	833	false	false	Danio rerio	Interleukin enhancer-binding factor 3 homolog	1:Experimental evidence at protein level	1.08	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	370254.8	0	370254.8	1C(57.0215)		tr|A0A8M2BB13|A0A8M2BB13_DANRE
sp|Q6NYE2|RCC2_DANRE	Q6NYE2	RCC2_DANRE	rcc2	495	false	false	Danio rerio	Protein RCC2 homolog	2:Experimental evidence at transcript level	7.27	1.0000	0.9990	0.00000000000000	4	4	4	5	5	5	1.2723238E7	1.2723238E7	1.2723238E7	15C(57.0215),15C(57.0215)		
sp|Q6NYS8|OST48_DANRE	Q6NYS8	OST48_DANRE	ddost	441	false	false	Danio rerio	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2:Experimental evidence at transcript level	4.99	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	2393123.8	2393123.8	2393123.8			
sp|Q6NZ06|ILF2_DANRE	Q6NZ06	ILF2_DANRE	ilf2	387	false	false	Danio rerio	Interleukin enhancer-binding factor 2 homolog	2:Experimental evidence at transcript level	5.94	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	432680.16	432680.16	432680.16			
sp|Q6NZZ9|RBM22_DANRE	Q6NZZ9	RBM22_DANRE	rbm22	425	false	false	Danio rerio	Pre-mRNA-splicing factor RBM22	2:Experimental evidence at transcript level	6.35	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1582517.4	1582517.4	1582517.4			
sp|Q6P026|BAF_DANRE	Q6P026	BAF_DANRE	banf1	90	false	false	Danio rerio	Barrier-to-autointegration factor	1:Experimental evidence at protein level	42.22	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	8771229.0	8771229.0	8771229.0	3M(15.9949),9M(15.9949)		
sp|Q6P0V6|RL8_DANRE	Q6P0V6	RL8_DANRE	rpl8	257	false	false	Danio rerio	60S ribosomal protein L8	1:Experimental evidence at protein level	4.28	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	342044.72	342044.72	342044.72			
sp|Q6P3H7|RBBP4_DANRE	Q6P3H7	RBBP4_DANRE	rbbp4	424	false	false	Danio rerio	Histone-binding protein RBBP4	2:Experimental evidence at transcript level	3.30	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	N-term(42.0106)		
sp|Q6P5M2|SKI8_DANRE	Q6P5M2	SKI8_DANRE	skic8	305	false	false	Danio rerio	SKI8 subunit of superkiller complex protein	2:Experimental evidence at transcript level	2.62	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	2611967.2	2611967.2	2611967.2			
sp|Q6PBI5|RS25_DANRE	Q6PBI5	RS25_DANRE	rps25	124	false	false	Danio rerio	40S ribosomal protein S25	1:Experimental evidence at protein level	8.06	1.0000	0.9989	0.00000000000000	2	2	2	1	1	1	4297695.0	4297695.0	4297695.0			
sp|Q6PBM7|FA76B_DANRE	Q6PBM7	FA76B_DANRE	fam76b	328	false	false	Danio rerio	Protein FAM76B	1:Experimental evidence at protein level	3.35	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	0	0	0	3C(57.0215),6C(57.0215)		
sp|Q6PBU7|UQCC2_DANRE	Q6PBU7	UQCC2_DANRE	uqcc2	129	false	false	Danio rerio	Ubiquinol-cytochrome-c reductase complex assembly factor 2	2:Experimental evidence at transcript level	11.63	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	14C(57.0215)		
