Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	CAT	527	false	false	Homo sapiens	Catalase	1:Experimental evidence at protein level	2.09	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	false	false	Homo sapiens	Keratin, type II cytoskeletal 1	1:Experimental evidence at protein level	67.55	1.0000	0.9990	0.00000000000000	45	40	45	65	59	65	9.5545754E8	6.901479E8	9.5545754E8	11M(15.9949),13M(15.9949),1M(15.9949),5C(57.0215),1M(15.9949),5C(57.0215),4C(57.0215),4C(57.0215),5C(57.0215),5M(15.9949),9M(15.9949),9M(15.9949)		
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	false	false	Homo sapiens	Cathepsin D	1:Experimental evidence at protein level	2.67	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	274523.72	0	274523.72			
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	false	false	Homo sapiens	Thioredoxin	1:Experimental evidence at protein level	26.67	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	0	0	0	24C(57.0215),27C(57.0215)		
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	false	false	Homo sapiens	Keratin, type I cytoskeletal 10	1:Experimental evidence at protein level	56.16	1.0000	0.9990	0.00000000000000	37	31	37	57	49	57	5.5663066E8	4.61665504E8	5.5663066E8	10C(57.0215),11M(15.9949),11M(15.9949),14M(15.9949),14M(15.9949),26M(15.9949),3M(15.9949),3M(15.9949),3M(15.9949),5C(57.0215),5C(57.0215),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),7C(57.0215)		
sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	false	false	Homo sapiens	Keratin, type I cytoskeletal 9	1:Experimental evidence at protein level	69.82	1.0000	0.9990	0.00000000000000	39	39	39	55	55	55	3.49012352E8	3.49012352E8	3.49012352E8	15M(15.9949),1M(15.9949),1M(15.9949),1M(15.9949),3C(57.0215),2C(57.0215),7M(15.9949),3M(15.9949),3M(15.9949),5C(57.0215),5C(57.0215),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),6M(15.9949),6M(15.9949),8M(15.9949),8M(15.9949)		
sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	false	false	Homo sapiens	Keratin, type II cytoskeletal 2 epidermal	1:Experimental evidence at protein level	88.11	1.0000	0.9990	0.00000000000000	55	47	51	75	68	71	6.655328E8	2.67484224E8	2.67484224E8	10M(15.9949),23M(15.9949),23M(15.9949),6M(15.9949),7C(57.0215),7C(57.0215),7M(15.9949),7M(15.9949),7M(15.9949),7M(15.9949),8C(57.0215),8C(57.0215),8C(57.0215),9M(15.9949),9M(15.9949),N-term(42.0106),2C(57.0215),6C(57.0215)		
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	false	false	Homo sapiens	Lysozyme C	1:Experimental evidence at protein level	39.86	1.0000	0.9990	0.00000000000000	4	4	4	5	5	5	1.0672418E7	1.0672418E7	1.0672418E7	12C(57.0215),26C(57.0215),8C(57.0215),15C(57.0215),19C(57.0215),33C(57.0215),3C(57.0215),8M(15.9949),9C(57.0215),9C(57.0215)		
sp|P68871|HBB_HUMAN	P68871	HBB_HUMAN	HBB	147	false	false	Homo sapiens	Hemoglobin subunit beta	1:Experimental evidence at protein level	15.65	1.0000	0.9986	0.00000000000000	2	2	2	2	2	2	2312855.0	2312855.0	2312855.0			
sp|P79735|RAN_DANRE	P79735	RAN_DANRE	ran	215	false	false	Danio rerio	GTP-binding nuclear protein Ran	2:Experimental evidence at transcript level	5.12	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	3901625.5	3901625.5	3901625.5			
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	false	false	Homo sapiens	Peroxiredoxin-1	1:Experimental evidence at protein level	16.58	1.0000	0.9984	0.00000000000000	3	1	1	3	1	1	3297786.5	1524663.0	1524663.0			
sp|Q58EE9|GFAP_DANRE	Q58EE9	GFAP_DANRE	gfap	444	false	false	Danio rerio	Glial fibrillary acidic protein	1:Experimental evidence at protein level	4.05	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	2662747.5	0	0			
sp|Q58EG2|ERLN1_DANRE	Q58EG2	ERLN1_DANRE	erlin1	342	false	false	Danio rerio	Erlin-1	2:Experimental evidence at transcript level	3.51	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	492807.06	492807.06	492807.06			
sp|Q5MJ86|G3P2_DANRE	Q5MJ86	G3P2_DANRE	gapdh-2	335	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase 2	2:Experimental evidence at transcript level	8.36	1.0000	0.9990	0.00000000000000	4	3	4	3	3	3	5598266.5	5598266.5	5598266.5	13C(57.0215),13C(57.0215)		
sp|Q5PRD0|143BA_DANRE	Q5PRD0	143BA_DANRE	ywhaba	244	false	false	Danio rerio	14-3-3 protein beta/alpha-A	2:Experimental evidence at transcript level	3.28	1.0000	0.9990	0.00000000000000	2	0	2	1	0	1	4995530.0	0	4995530.0			
sp|Q5TZ66|SN25A_DANRE	Q5TZ66	SN25A_DANRE	snap25a	204	false	false	Danio rerio	Synaptosomal-associated protein 25-A	2:Experimental evidence at transcript level	21.08	1.0000	0.9990	0.00000000000000	3	0	0	3	0	0	4696390.5	0	0			
sp|Q5XJ10|G3P_DANRE	Q5XJ10	G3P_DANRE	gapdh	333	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase	2:Experimental evidence at transcript level	4.20	1.0000	0.9990	0.00000000000000	3	2	2	1	1	1	3451581.5	2213438.5	2213438.5			
sp|Q6NWF6|K2C8_DANRE	Q6NWF6	K2C8_DANRE	krt8	520	false	false	Danio rerio	Keratin, type II cytoskeletal 8	1:Experimental evidence at protein level	8.85	1.0000	0.9990	0.00000000000000	7	1	2	8	1	2	2.4107224E7	0	2327915.8	6M(15.9949)		
sp|Q6NYS8|OST48_DANRE	Q6NYS8	OST48_DANRE	ddost	441	false	false	Danio rerio	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2:Experimental evidence at transcript level	2.49	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	367914.62	367914.62	367914.62			
sp|Q6P026|BAF_DANRE	Q6P026	BAF_DANRE	banf1	90	false	false	Danio rerio	Barrier-to-autointegration factor	1:Experimental evidence at protein level	40.00	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	2197033.5	2197033.5	2197033.5	3M(15.9949),5C(57.0215),8C(57.0215)		
sp|Q6PC54|SN25B_DANRE	Q6PC54	SN25B_DANRE	snap25b	203	false	false	Danio rerio	Synaptosomal-associated protein 25-B	2:Experimental evidence at transcript level	21.18	1.0000	0.9990	0.00000000000000	3	0	3	3	0	3	4696390.5	0	4696390.5	1M(15.9949),2M(15.9949),4M(15.9949)		
sp|Q6PGV1|VA0D1_DANRE	Q6PGV1	VA0D1_DANRE	atp6v0d1	350	false	false	Danio rerio	V-type proton ATPase subunit d 1	1:Experimental evidence at protein level	3.14	1.0000	0.9990	0.00000000000000	2	2	2	1	1	1	2583729.0	2583729.0	2583729.0			
sp|Q6PH57|GBB1_DANRE	Q6PH57	GBB1_DANRE	gnb1	340	false	false	Danio rerio	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	2:Experimental evidence at transcript level	12.06	1.0000	0.9990	0.00000000000000	3	0	3	3	0	3	3295456.5	0	3295456.5	7C(57.0215),N-term(42.0106)		
sp|Q6PI20|H33_DANRE	Q6PI20	H33_DANRE	h3f3d	136	false	false	Danio rerio	Histone H3.3	2:Experimental evidence at transcript level	53.68	1.0000	0.9990	0.00000000000000	9	1	1	8	1	1	2.01887002E9	0	0	31C(57.0215)		
sp|Q6PI52|CALM_DANRE	Q6PI52	CALM_DANRE	calm3b	149	false	false	Danio rerio	Calmodulin	2:Experimental evidence at transcript level	30.87	1.0000	0.9990	0.00000000000000	4	4	4	3	3	3	7026444.0	7026444.0	7026444.0	N-term(42.0106),N-term(42.0106),N-term(42.0106)		
sp|Q71PD7|H2AV_DANRE	Q71PD7	H2AV_DANRE	h2az2a	128	false	false	Danio rerio	Histone H2A.V	2:Experimental evidence at transcript level	31.25	1.0000	0.9990	0.00000000000000	5	0	4	6	0	5	1.71209024E8	0	1.22351408E8			tr|Q0Z946|Q0Z946_DANRE
sp|Q7T356|143BB_DANRE	Q7T356	143BB_DANRE	ywhabb	242	false	false	Danio rerio	14-3-3 protein beta/alpha-B	2:Experimental evidence at transcript level	3.31	1.0000	0.9990	0.00000000000000	2	0	0	1	0	0	4995530.0	0	0			
sp|Q7ZTS4|K1C18_DANRE	Q7ZTS4	K1C18_DANRE	krt18	431	false	false	Danio rerio	Keratin, type I cytoskeletal 18	1:Experimental evidence at protein level	1.62	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	2950433.2	0	0			
sp|Q7ZUY3|H2AX_DANRE	Q7ZUY3	H2AX_DANRE	h2ax	142	false	false	Danio rerio	Histone H2AX	2:Experimental evidence at transcript level	34.51	1.0000	0.9990	0.00000000000000	7	0	7	10	0	10	1.19116096E9	0	1.19116096E9			tr|A0A8M2BA83|A0A8M2BA83_DANRE, tr|A0A8M3ATV1|A0A8M3ATV1_DANRE, tr|A0A8N7TAW0|A0A8N7TAW0_DANRE, tr|A4FVM2|A4FVM2_DANRE, tr|E7EXD7|E7EXD7_DANRE, tr|E7F5W3|E7F5W3_DANRE, tr|F1QTL1|F1QTL1_DANRE, tr|Q4FZZ7|Q4FZZ7_DANRE, tr|Q561S9|Q561S9_DANRE, tr|Q5XJK2|Q5XJK2_DANRE
sp|Q7ZVF9|ACTB2_DANRE	Q7ZVF9	ACTB2_DANRE	actbb	375	false	false	Danio rerio	Actin, cytoplasmic 2	1:Experimental evidence at protein level	41.87	1.0000	0.9990	0.00000000000000	12	0	12	15	0	15	5.399628E7	0	5.399628E7	10M(15.9949),14M(15.9949),6M(15.9949),7M(15.9949)		
sp|Q7ZVI7|ACTB1_DANRE	Q7ZVI7	ACTB1_DANRE	actba	375	false	false	Danio rerio	Actin, cytoplasmic 1	1:Experimental evidence at protein level	41.87	1.0000	0.9990	0.00000000000000	12	0	0	15	0	0	5.399628E7	0	0			
sp|Q90473|HSP7C_DANRE	Q90473	HSP7C_DANRE	hspa8	649	false	false	Danio rerio	Heat shock cognate 71 kDa protein	2:Experimental evidence at transcript level	1.69	1.0000	0.9990	0.00000000000000	2	0	1	1	0	0	1063260.5	0	572371.6			
sp|Q92005|EF1A_DANRE	Q92005	EF1A_DANRE	eef1a	462	false	false	Danio rerio	Elongation factor 1-alpha	2:Experimental evidence at transcript level	3.25	1.0000	0.9990	0.00000000000000	2	2	2	1	1	1	5008860.0	5008860.0	5008860.0			
sp|Q9NSB2|KRT84_HUMAN	Q9NSB2	KRT84_HUMAN	KRT84	600	false	false	Homo sapiens	Keratin, type II cuticular Hb4	2:Experimental evidence at transcript level	3.50	1.0000	0.9982	0.00000000000000	4	0	0	4	0	0	2.0933094E7	0	0			
sp|Q9W6A9|OP1S1_DANRE	Q9W6A9	OP1S1_DANRE	opn1sw1	336	false	false	Danio rerio	Opsin-1, short-wave-sensitive 1	1:Experimental evidence at protein level	2.98	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	3650768.5	3650768.5	3650768.5			
tr|A0A0R4IBX9|A0A0R4IBX9_DANRE	A0A0R4IBX9	A0A0R4IBX9_DANRE	si:ch73-1a9.3	87	false	false	Danio rerio	Si:ch73-1a9.3	3:Protein inferred from homology	17.24	1.0000	0.9990	0.00000000000000	3	3	3	1	1	1	2.1677482E7	2.1677482E7	2.1677482E7			
tr|A0A0R4IFJ7|A0A0R4IFJ7_DANRE	A0A0R4IFJ7	A0A0R4IFJ7_DANRE	fi14g08	417	false	false	Danio rerio	creatine kinase	1:Experimental evidence at protein level	20.14	1.0000	0.9990	0.00000000000000	5	4	5	5	4	5	7026103.5	7026103.5	7026103.5	4M(15.9949)		
tr|A0A0R4INI3|A0A0R4INI3_DANRE	A0A0R4INI3	A0A0R4INI3_DANRE	smyhc1	1938	false	false	Danio rerio	Slow myosin heavy chain 1	1:Experimental evidence at protein level	1.60	1.0000	0.9990	0.00000000000000	4	0	1	3	0	0	9637635.0	0	220984.55	1C(57.0215)		
tr|A0A2R8QLH1|A0A2R8QLH1_DANRE	A0A2R8QLH1	A0A2R8QLH1_DANRE	rab41	211	false	false	Danio rerio	RAB41, member RAS oncogene family	4:Protein predicted	5.21	1.0000	0.9980	0.00000000000000	1	0	0	1	0	0	1609671.8	0	0			
tr|A0A8M1N5M5|A0A8M1N5M5_DANRE	A0A8M1N5M5	A0A8M1N5M5_DANRE	tubb6	447	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	4.03	1.0000	0.9990	0.00000000000000	3	0	0	2	0	0	4071683.0	0	0			
tr|A0A8M1N7Z8|A0A8M1N7Z8_DANRE	A0A8M1N7Z8	A0A8M1N7Z8_DANRE	tubb2b	472	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	34.11	1.0000	0.9990	0.00000000000000	14	2	14	16	2	16	1.7754264E7	584261.2	1.7754264E7	11M(15.9949),11M(15.9949),23C(57.0215),4C(57.0215),5M(15.9949),8M(15.9949)		
tr|A0A8M1NBP6|A0A8M1NBP6_DANRE	A0A8M1NBP6	A0A8M1NBP6_DANRE	myh7l	1936	false	false	Danio rerio	myosin heavy chain 7-like	1:Experimental evidence at protein level	0.98	1.0000	0.9977	0.00000000000000	3	0	0	2	0	0	6341305.0	0	0			
tr|A0A8M1NFX8|A0A8M1NFX8_DANRE	A0A8M1NFX8	A0A8M1NFX8_DANRE	krtt1c19e	473	false	false	Danio rerio	keratin type 1 c19e	1:Experimental evidence at protein level	1.90	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	3.0466574E7	0	0			
tr|A0A8M1NR42|A0A8M1NR42_DANRE	A0A8M1NR42	A0A8M1NR42_DANRE	si:ch211-251b21.1	458	false	false	Danio rerio	Glutamate receptor	1:Experimental evidence at protein level	3.71	1.0000	0.9990	0.00000000000000	2	2	2	1	1	1	1133438.8	1133438.8	1133438.8			
tr|A0A8M1P5N6|A0A8M1P5N6_DANRE	A0A8M1P5N6	A0A8M1P5N6_DANRE	krt4	497	false	false	Danio rerio	keratin 4	1:Experimental evidence at protein level	7.44	1.0000	0.9990	0.00000000000000	6	0	1	7	0	1	2.4107224E7	0	1336823.8			
tr|A0A8M1P7E4|A0A8M1P7E4_DANRE	A0A8M1P7E4	A0A8M1P7E4_DANRE	cox5ab	138	false	false	Danio rerio	Cytochrome c oxidase subunit 5A, mitochondrial	1:Experimental evidence at protein level	12.32	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1952240.5	0	0			
tr|A0A8M1P8U9|A0A8M1P8U9_DANRE	A0A8M1P8U9	A0A8M1P8U9_DANRE	si:ch211-114n24.6	451	false	false	Danio rerio	Tubulin alpha chain	3:Protein inferred from homology	35.92	1.0000	0.9990	0.00000000000000	12	0	5	12	0	5	3.8661072E7	0	2.5715098E7	15C(57.0215),8C(57.0215),9C(57.0215)		
tr|A0A8M1PDN1|A0A8M1PDN1_DANRE	A0A8M1PDN1	A0A8M1PDN1_DANRE	bsg	392	false	false	Danio rerio	basigin isoform 1 precursor	1:Experimental evidence at protein level	2.55	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
tr|A0A8M1PUI6|A0A8M1PUI6_DANRE	A0A8M1PUI6	A0A8M1PUI6_DANRE	si:dkey-23a13.9	201	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	20.40	1.0000	0.9990	0.00000000000000	7	0	1	8	0	1	2.16036736E8	0	420390.72			tr|A0A8N7TF89|A0A8N7TF89_DANRE, tr|A0A8N7URG1|A0A8N7URG1_DANRE
tr|A0A8M1RLA4|A0A8M1RLA4_DANRE	A0A8M1RLA4	A0A8M1RLA4_DANRE	si:ch73-36p18.1	204	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	20.10	1.0000	0.9990	0.00000000000000	8	0	4	9	0	3	2.43490688E8	0	9.5558176E7	N-term(42.0106)		tr|A0A8M1RS22|A0A8M1RS22_DANRE
tr|A0A8M1RSM5|A0A8M1RSM5_DANRE	A0A8M1RSM5	A0A8M1RSM5_DANRE	si:ch73-368j24.12	201	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	21.89	1.0000	0.9990	0.00000000000000	8	0	8	10	0	10	2.16036736E8	0	2.16036736E8	N-term(42.0106),N-term(42.0106)		tr|A0A8M2BG38|A0A8M2BG38_DANRE
tr|A0A8M2B2Q3|A0A8M2B2Q3_DANRE	A0A8M2B2Q3	A0A8M2B2Q3_DANRE	atp2a1l	993	false	false	Danio rerio	Calcium-transporting ATPase	1:Experimental evidence at protein level	3.02	1.0000	0.9982	0.00000000000000	2	0	0	2	0	0	1646028.0	0	0			
tr|A0A8M2B3J4|A0A8M2B3J4_DANRE	A0A8M2B3J4	A0A8M2B3J4_DANRE	cltcb	1685	false	false	Danio rerio	Clathrin heavy chain	1:Experimental evidence at protein level	0.65	1.0000	0.9990	0.00000000000000	2	0	0	1	0	0	2152811.8	0	0			
tr|A0A8M2B848|A0A8M2B848_DANRE	A0A8M2B848	A0A8M2B848_DANRE	atp2a2b	1041	false	false	Danio rerio	Calcium-transporting ATPase	1:Experimental evidence at protein level	1.44	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	678939.06	0	0			
tr|A0A8M2BB12|A0A8M2BB12_DANRE	A0A8M2BB12	A0A8M2BB12_DANRE	phb	309	false	false	Danio rerio	Prohibitin	1:Experimental evidence at protein level	11.65	1.0000	0.9990	0.00000000000000	5	5	5	4	4	4	4763361.0	4763361.0	4763361.0			
tr|A0A8M2BB25|A0A8M2BB25_DANRE	A0A8M2BB25	A0A8M2BB25_DANRE	atp6v0a1a	840	false	false	Danio rerio	V-type proton ATPase subunit a	1:Experimental evidence at protein level	1.07	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	957194.1	0	0			
tr|A0A8M2BCL1|A0A8M2BCL1_DANRE	A0A8M2BCL1	A0A8M2BCL1_DANRE	gnb2	344	false	false	Danio rerio	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 isoform X1	1:Experimental evidence at protein level	3.20	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	770439.9	0	0			
tr|A0A8M2BEA2|A0A8M2BEA2_DANRE	A0A8M2BEA2	A0A8M2BEA2_DANRE	vdac3	319	false	false	Danio rerio	voltage-dependent anion-selective channel protein 3 isoform X1	1:Experimental evidence at protein level	19.12	1.0000	0.9990	0.00000000000000	7	7	7	4	4	4	1.2757932E7	1.2757932E7	1.2757932E7			
tr|A0A8M2BGP7|A0A8M2BGP7_DANRE	A0A8M2BGP7	A0A8M2BGP7_DANRE	hp1bp3	595	false	false	Danio rerio	heterochromatin protein 1-binding protein 3 isoform X1	1:Experimental evidence at protein level	6.72	1.0000	0.9990	0.00000000000000	6	6	6	3	3	3	8731163.0	8731163.0	8731163.0	12C(57.0215),2C(57.0215)		
tr|A0A8M2BI26|A0A8M2BI26_DANRE	A0A8M2BI26	A0A8M2BI26_DANRE	si:dkey-108k21.21	271	false	false	Danio rerio	histone H1-like	1:Experimental evidence at protein level	9.96	1.0000	0.9990	0.00000000000000	7	1	1	8	1	1	2.43490688E8	2739653.8	2739653.8			
