Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
tr|A0A0R4INI3|A0A0R4INI3_DANRE	A0A0R4INI3	A0A0R4INI3_DANRE	smyhc1	1938	false	false	Danio rerio	Slow myosin heavy chain 1	1:Experimental evidence at protein level	0.62	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	419147.0	0	0			
tr|A0A8M1N7Z8|A0A8M1N7Z8_DANRE	A0A8M1N7Z8	A0A8M1N7Z8_DANRE	tubb2b	472	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	14.19	1.0000	0.9990	0.00000000000000	4	1	4	4	1	4	4430449.0	484047.38	4430449.0	8M(15.9949)		
tr|A0A8M1NFX8|A0A8M1NFX8_DANRE	A0A8M1NFX8	A0A8M1NFX8_DANRE	krtt1c19e	473	false	false	Danio rerio	keratin type 1 c19e	1:Experimental evidence at protein level	1.90	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	1.1329824E7	0	0			
tr|A0A8M1P5N6|A0A8M1P5N6_DANRE	A0A8M1P5N6	A0A8M1P5N6_DANRE	krt4	497	false	false	Danio rerio	keratin 4	1:Experimental evidence at protein level	7.44	1.0000	0.9990	0.00000000000000	5	0	1	5	0	1	3.3651676E7	0	619942.25			
tr|A0A8M1P8U9|A0A8M1P8U9_DANRE	A0A8M1P8U9	A0A8M1P8U9_DANRE	si:ch211-114n24.6	451	false	false	Danio rerio	Tubulin alpha chain	3:Protein inferred from homology	27.27	1.0000	0.9990	0.00000000000000	8	0	3	9	0	4	5862755.0	0	4781588.5	15C(57.0215),15C(57.0215),22M(15.9949),15C(57.0215),22M(15.9949)		
tr|A0A8M1PUI6|A0A8M1PUI6_DANRE	A0A8M1PUI6	A0A8M1PUI6_DANRE	si:dkey-23a13.9	201	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	11.44	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	2107962.0	0	0			tr|A0A8N7TF89|A0A8N7TF89_DANRE, tr|A0A8N7URG1|A0A8N7URG1_DANRE
tr|A0A8M1RLA4|A0A8M1RLA4_DANRE	A0A8M1RLA4	A0A8M1RLA4_DANRE	si:ch73-36p18.1	204	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	11.27	1.0000	0.9990	0.00000000000000	2	0	1	2	0	1	2628399.0	0	1270825.4			tr|A0A8M1RS22|A0A8M1RS22_DANRE
tr|A0A8M1RSM5|A0A8M1RSM5_DANRE	A0A8M1RSM5	A0A8M1RSM5_DANRE	si:ch73-368j24.12	201	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	11.44	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	2107962.0	0	2107962.0			tr|A0A8M2BG38|A0A8M2BG38_DANRE
tr|A0A8M2B2D2|A0A8M2B2D2_DANRE	A0A8M2B2D2	A0A8M2B2D2_DANRE	pam	1010	false	false	Danio rerio	peptidyl-glycine alpha-amidating monooxygenase isoform X1	3:Protein inferred from homology	2.67	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	180573.9	180573.9	180573.9			
tr|A0A8M2BB12|A0A8M2BB12_DANRE	A0A8M2BB12	A0A8M2BB12_DANRE	phb	309	false	false	Danio rerio	Prohibitin	1:Experimental evidence at protein level	4.53	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	3635035.8	3635035.8	3635035.8			
tr|A0A8M2BEA2|A0A8M2BEA2_DANRE	A0A8M2BEA2	A0A8M2BEA2_DANRE	vdac3	319	false	false	Danio rerio	voltage-dependent anion-selective channel protein 3 isoform X1	1:Experimental evidence at protein level	5.96	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	663340.06	663340.06	663340.06			
tr|A0A8M2BI26|A0A8M2BI26_DANRE	A0A8M2BI26	A0A8M2BI26_DANRE	si:dkey-108k21.21	271	false	false	Danio rerio	histone H1-like	1:Experimental evidence at protein level	8.49	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	2628399.0	0	0			
tr|A0A8M3B3U9|A0A8M3B3U9_DANRE	A0A8M3B3U9	A0A8M3B3U9_DANRE	si:ch1073-153i20.4	201	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	11.44	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	2107962.0	0	0			
tr|A0A8M6YYI1|A0A8M6YYI1_DANRE	A0A8M6YYI1	A0A8M6YYI1_DANRE	si:dkey-261m9.12	199	false	false	Danio rerio	histone H1-like	1:Experimental evidence at protein level	12.56	1.0000	0.9990	0.00000000000000	3	0	2	4	0	3	4244338.0	0	2886764.2	N-term(42.0106),N-term(42.0106)		
tr|A0A8M6Z1M4|A0A8M6Z1M4_DANRE	A0A8M6Z1M4	A0A8M6Z1M4_DANRE	LOC570405	242	false	false	Danio rerio	histone H3-like	3:Protein inferred from homology	30.58	1.0000	0.9990	0.00000000000000	10	0	10	15	0	15	3.8025476E7	0	3.8025476E7	5M(15.9949),5M(15.9949)		
tr|A0A8M9PJW6|A0A8M9PJW6_DANRE	A0A8M9PJW6	A0A8M9PJW6_DANRE	wu:fd14a01	1936	false	false	Danio rerio	myosin heavy chain, fast skeletal muscle	1:Experimental evidence at protein level	1.50	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	913284.94	0	0			
tr|A0A8M9PR47|A0A8M9PR47_DANRE	A0A8M9PR47	A0A8M9PR47_DANRE	LOC100329813	1938	false	false	Danio rerio	Myosin-7	1:Experimental evidence at protein level	0.62	1.0000	0.9976	0.00000000000000	1	0	0	1	0	0	419147.0	0	0			
tr|A0A8M9PTL3|A0A8M9PTL3_DANRE	A0A8M9PTL3	A0A8M9PTL3_DANRE	si:ch211-243g18.2	458	false	false	Danio rerio	uncharacterized protein LOC559906 isoform X1	1:Experimental evidence at protein level	1.53	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1.6418993E7	0	0			
tr|A0A8M9Q636|A0A8M9Q636_DANRE	A0A8M9Q636	A0A8M9Q636_DANRE	tuba7l	468	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	14.10	1.0000	0.9990	0.00000000000000	4	0	0	4	0	0	2748926.5	0	0			
tr|A0A8M9QEC8|A0A8M9QEC8_DANRE	A0A8M9QEC8	A0A8M9QEC8_DANRE	myhc3	1937	false	false	Danio rerio	Myosin, heavy polypeptide 1.2, skeletal muscle	3:Protein inferred from homology	1.50	1.0000	0.9990	0.00000000000000	3	0	0	2	0	0	4645944.0	0	0			
tr|A0A8N7TBR8|A0A8N7TBR8_DANRE	A0A8N7TBR8	A0A8N7TBR8_DANRE	si:dkey-222f2.1	438	false	false	Danio rerio	keratin, type II cytoskeletal 8 isoform X1	1:Experimental evidence at protein level	4.11	1.0000	0.9989	0.00000000000000	2	0	0	2	0	0	2.8338116E7	0	0			
tr|A2AWE1|A2AWE1_DANRE	A2AWE1	A2AWE1_DANRE	hm:zehl0637	199	false	false	Danio rerio	Peroxiredoxin-1	1:Experimental evidence at protein level	5.53	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	313330.16	0	0			
tr|A2BGX6|A2BGX6_DANRE	A2BGX6	A2BGX6_DANRE	myhc4	1935	false	false	Danio rerio	Myosin heavy chain 4	1:Experimental evidence at protein level	1.50	1.0000	0.9973	0.00000000000000	3	0	0	2	0	0	4645944.0	0	0			
tr|A7E2K5|A7E2K5_DANRE	A7E2K5	A7E2K5_DANRE	crybb1l2	221	false	false	Danio rerio	Zgc:171773 protein	1:Experimental evidence at protein level	9.05	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	289830.16	289830.16	289830.16	5M(15.9949),8C(57.0215)		
tr|A8KB78|A8KB78_DANRE	A8KB78	A8KB78_DANRE	rps23	143	false	false	Danio rerio	40S ribosomal protein S23	1:Experimental evidence at protein level	18.88	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	10C(57.0215)		
tr|A8KBJ5|A8KBJ5_DANRE	A8KBJ5	A8KBJ5_DANRE	si:ch211-113a14.27	136	false	false	Danio rerio	Histone H3	1:Experimental evidence at protein level	8.09	1.0000	0.9990	0.00000000000000	1	0	0	2	0	0	6631041.5	0	0			
tr|B0S730|B0S730_DANRE	B0S730	B0S730_DANRE	wu:fj78b08	298	false	false	Danio rerio	ADP/ATP translocase	1:Experimental evidence at protein level	9.06	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1268031.5	0	0			
tr|B6IDE1|B6IDE1_DANRE	B6IDE1	B6IDE1_DANRE	smyhc2	1939	false	false	Danio rerio	slow Myosin heavy chain 2	1:Experimental evidence at protein level	0.62	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	419147.0	0	0			
tr|B8A516|B8A516_DANRE	B8A516	B8A516_DANRE	fb22g06	449	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	22.05	1.0000	0.9990	0.00000000000000	7	0	0	7	0	0	3786023.2	0	0			
tr|B8A568|B8A568_DANRE	B8A568	B8A568_DANRE	myhz1.1	1937	false	false	Danio rerio	Myosin, heavy polypeptide 1.1, skeletal muscle	1:Experimental evidence at protein level	1.50	1.0000	0.9990	0.00000000000000	3	0	0	2	0	0	4645944.0	0	0			
tr|B8A569|B8A569_DANRE	B8A569	B8A569_DANRE	ns:zf-e68	1937	false	false	Danio rerio	Myosin, heavy polypeptide 1.3, skeletal muscle	1:Experimental evidence at protein level	1.50	1.0000	0.9990	0.00000000000000	3	0	0	2	0	0	4645944.0	0	0			
tr|E9QF07|E9QF07_DANRE	E9QF07	E9QF07_DANRE	myh7bb	1935	false	false	Danio rerio	Myosin, heavy chain 7B, cardiac muscle, beta b	3:Protein inferred from homology	0.62	1.0000	0.9946	0.00000000000000	1	0	0	1	0	0	419147.0	0	0			
tr|F1QV31|F1QV31_DANRE	F1QV31	F1QV31_DANRE	ckii	566	false	false	Danio rerio	keratin 5	1:Experimental evidence at protein level	6.54	1.0000	0.9990	0.00000000000000	5	0	0	5	0	0	3.3651676E7	0	0			
tr|F1QVX3|F1QVX3_DANRE	F1QVX3	F1QVX3_DANRE	myhb	1937	false	false	Danio rerio	Myosin, heavy chain b	1:Experimental evidence at protein level	1.50	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	913284.94	0	913284.94			
tr|F1QZW1|F1QZW1_DANRE	F1QZW1	F1QZW1_DANRE	myh7	1938	false	false	Danio rerio	Myosin heavy chain 7	1:Experimental evidence at protein level	0.62	1.0000	0.9988	0.00000000000000	1	0	0	1	0	0	419147.0	0	0			
tr|F1R6C7|F1R6C7_DANRE	F1R6C7	F1R6C7_DANRE	myha	1933	false	false	Danio rerio	Myosin, heavy chain a	3:Protein inferred from homology	1.50	1.0000	0.9982	0.00000000000000	3	0	0	2	0	0	4645944.0	0	0			
tr|F1RCB6|F1RCB6_DANRE	F1RCB6	F1RCB6_DANRE	actc1a	377	false	false	Danio rerio	Actin alpha cardiac muscle 1a	1:Experimental evidence at protein level	11.67	1.0000	0.9990	0.00000000000000	3	0	1	3	0	1	2022682.9	0	561545.06	12M(15.9949),2C(57.0215)		
tr|F8W442|F8W442_DANRE	F8W442	F8W442_DANRE	gnao1a	354	false	false	Danio rerio	Guanine nucleotide-binding protein (G protein), alpha-activating activity polypeptide O, a	4:Protein predicted	3.11	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	803564.9	0	0			
tr|Q05AL9|Q05AL9_DANRE	Q05AL9	Q05AL9_DANRE	wu:fa91c11	431	false	false	Danio rerio	Zgc:153629	1:Experimental evidence at protein level	6.26	1.0000	0.9990	0.00000000000000	5	0	2	5	0	2	2.7748818E7	0	1979695.5			
tr|Q08C42|Q08C42_DANRE	Q08C42	Q08C42_DANRE	zgc:153661	71	false	false	Danio rerio	ATP synthase subunit e, mitochondrial	1:Experimental evidence at protein level	16.90	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	805595.3	805595.3	805595.3			
tr|Q1LXJ7|Q1LXJ7_DANRE	Q1LXJ7	Q1LXJ7_DANRE	cyt1l	429	false	false	Danio rerio	type I cytokeratin, enveloping layer, like	1:Experimental evidence at protein level	1.63	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1.6418993E7	0	0			
tr|Q3B732|Q3B732_DANRE	Q3B732	Q3B732_DANRE	zgc:123210	76	false	false	Danio rerio	High mobility group nucleosomal-binding domain 2	1:Experimental evidence at protein level	17.11	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	723707.25	723707.25	723707.25			
tr|Q4KMI7|Q4KMI7_DANRE	Q4KMI7	Q4KMI7_DANRE	actc	377	false	false	Danio rerio	Actin, alpha 1b, skeletal muscle	1:Experimental evidence at protein level	7.43	1.0000	0.9990	0.00000000000000	3	0	0	3	0	0	1597506.5	0	0			
tr|Q4KMK4|Q4KMK4_DANRE	Q4KMK4	Q4KMK4_DANRE	wu:fj35g11	1023	false	false	Danio rerio	Sodium/potassium-transporting ATPase subunit alpha	1:Experimental evidence at protein level	1.47	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1061113.6	0	0			
tr|Q4VBI6|Q4VBI6_DANRE	Q4VBI6	Q4VBI6_DANRE	tubb2a	449	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	6.24	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	1575888.1	0	0			
tr|Q502Q7|Q502Q7_DANRE	Q502Q7	Q502Q7_DANRE	plasticin	442	false	false	Danio rerio	Peripherin	2:Experimental evidence at transcript level	2.49	1.0000	0.9980	0.00000000000000	1	0	0	1	0	0	0	0	0			
tr|Q503M9|Q503M9_DANRE	Q503M9	Q503M9_DANRE	zgc:110425	195	false	false	Danio rerio	Zgc:110425	1:Experimental evidence at protein level	5.64	1.0000	0.9989	0.00000000000000	1	0	0	1	0	0	1357573.8	0	0			
tr|Q504C3|Q504C3_DANRE	Q504C3	Q504C3_DANRE	zgc:109957	204	false	false	Danio rerio	SAP domain-containing ribonucleoprotein	1:Experimental evidence at protein level	3.92	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	3638257.2	3638257.2	3638257.2			
tr|Q567E8|Q567E8_DANRE	Q567E8	Q567E8_DANRE	zgc:112098	377	false	false	Danio rerio	Acta1a protein	2:Experimental evidence at transcript level	13.53	1.0000	0.9990	0.00000000000000	4	0	0	4	0	0	2022682.9	0	0			
tr|Q568U3|Q568U3_DANRE	Q568U3	Q568U3_DANRE	si:dkeyp-113d7.5	430	false	false	Danio rerio	Zgc:109868	1:Experimental evidence at protein level	1.63	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1.6418993E7	0	0			
tr|Q6DC49|Q6DC49_DANRE	Q6DC49	Q6DC49_DANRE	tuba8l3a	450	false	false	Danio rerio	Tubulin alpha chain	2:Experimental evidence at transcript level	18.67	1.0000	0.9990	0.00000000000000	6	0	2	6	0	2	3786023.2	0	2260526.5	2M(15.9949),4C(57.0215),5C(57.0215),3C(57.0215),3C(57.0215)		
tr|Q6DGJ6|Q6DGJ6_DANRE	Q6DGJ6	Q6DGJ6_DANRE	prdx1	197	false	false	Danio rerio	Peroxiredoxin-1	1:Experimental evidence at protein level	5.58	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	313330.16	0	313330.16			
tr|Q6DHB6|Q6DHB6_DANRE	Q6DHB6	Q6DHB6_DANRE	wu:fa97a07	466	false	false	Danio rerio	Zgc:92533	1:Experimental evidence at protein level	1.50	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1.6418993E7	0	0			
tr|Q6DHL6|Q6DHL6_DANRE	Q6DHL6	Q6DHL6_DANRE	wu:fa92e06	249	false	false	Danio rerio	40S ribosomal protein S6	1:Experimental evidence at protein level	6.83	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	242347.95	242347.95	242347.95	2C(57.0215)		
tr|Q6IQL9|Q6IQL9_DANRE	Q6IQL9	Q6IQL9_DANRE	actc2	377	false	false	Danio rerio	Novel actin protein	2:Experimental evidence at transcript level	13.53	1.0000	0.9990	0.00000000000000	4	0	0	4	0	0	2022682.9	0	0			
tr|Q6IQU9|Q6IQU9_DANRE	Q6IQU9	Q6IQU9_DANRE	hm:zeh0438	126	false	false	Danio rerio	Zgc:86599	1:Experimental evidence at protein level	19.84	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	2586504.0	2586504.0	2586504.0	4C(57.0215),6C(57.0215)		
tr|Q6IQX1|Q6IQX1_DANRE	Q6IQX1	Q6IQX1_DANRE	sb:cb38	1935	false	false	Danio rerio	Myosin, heavy polypeptide 2, fast muscle-specific	1:Experimental evidence at protein level	1.50	1.0000	0.9990	0.00000000000000	3	0	1	2	0	0	4645944.0	0	3732659.2			
tr|Q6NW90|Q6NW90_DANRE	Q6NW90	Q6NW90_DANRE	Tubb5	444	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	15.09	1.0000	0.9990	0.00000000000000	4	0	1	4	0	1	4573774.0	0	659779.56			
tr|Q6NWI0|Q6NWI0_DANRE	Q6NWI0	Q6NWI0_DANRE	tuba8l	449	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	7.80	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	1046920.75	0	0			
tr|Q6NX10|Q6NX10_DANRE	Q6NX10	Q6NX10_DANRE	fa22e07	298	false	false	Danio rerio	ADP/ATP translocase	1:Experimental evidence at protein level	9.06	1.0000	0.9989	0.00000000000000	1	0	0	1	0	0	1268031.5	0	0			
