Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|F1QGW6|IF2G_DANRE	F1QGW6	IF2G_DANRE	eif2s3	472	false	false	Danio rerio	Eukaryotic translation initiation factor 2 subunit 3	3:Protein inferred from homology	2.33	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	3634662.5	3634662.5	3634662.5			
sp|F1QNV4|NU133_DANRE	F1QNV4	NU133_DANRE	nup133	1136	false	false	Danio rerio	Nuclear pore complex protein Nup133	2:Experimental evidence at transcript level	1.06	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	2547248.0	2547248.0	2547248.0			
sp|F1RAX4|STRA6_DANRE	F1RAX4	STRA6_DANRE	stra6	670	false	false	Danio rerio	Receptor for retinol uptake stra6	1:Experimental evidence at protein level	2.84	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1.1131369E7	1.1131369E7	1.1131369E7			
sp|F1RCR6|TRIPC_DANRE	F1RCR6	TRIPC_DANRE	trip12	2026	false	false	Danio rerio	E3 ubiquitin-protein ligase TRIP12	3:Protein inferred from homology	0.54	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	608898.75	608898.75	608898.75	6C(57.0215),8C(57.0215)		
sp|O13166|TLE3A_DANRE	O13166	TLE3A_DANRE	tle3a	761	false	false	Danio rerio	Transducin-like enhancer protein 3-A	1:Experimental evidence at protein level	1.31	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	808704.44	0	808704.44			
sp|O42248|GBLP_DANRE	O42248	GBLP_DANRE	gnb2l1	317	false	false	Danio rerio	Guanine nucleotide-binding protein subunit beta-2-like 1	1:Experimental evidence at protein level	20.82	1.0000	0.9990	0.00000000000000	6	6	6	6	6	6	6051725.0	6051725.0	6051725.0	14C(57.0215),4C(57.0215),8C(57.0215)		
sp|O57521|HS90B_DANRE	O57521	HS90B_DANRE	hsp90ab1	725	false	false	Danio rerio	Heat shock protein HSP 90-beta	1:Experimental evidence at protein level	4.00	1.0000	0.9990	0.00000000000000	4	4	4	2	2	2	4747513.0	4747513.0	4747513.0			
sp|O77727|K1C15_SHEEP	O77727	K1C15_SHEEP	KRT15	453	false	false	Ovis aries	Keratin, type I cytoskeletal 15	2:Experimental evidence at transcript level	23.62	1.0000	0.9990	0.00000000000000	12	5	7	16	5	8	1.15171046E9	6.0711168E7	7.5991704E7	15M(15.9949),15M(15.9949),3M(15.9949),5M(15.9949)		
sp|O82803|SRPP_HEVBR	O82803	SRPP_HEVBR	SRPP	204	false	false	Hevea brasiliensis	Small rubber particle protein	1:Experimental evidence at protein level	4.90	1.0000	0.9985	0.00000000000000	2	2	2	2	2	2	4373708.0	4373708.0	4373708.0	N-term(42.0106),N-term(42.0106)		
sp|O93409|MLRSA_DANRE	O93409	MLRSA_DANRE	mylpfa	169	false	false	Danio rerio	Myosin regulatory light chain 2, skeletal muscle isoform A	1:Experimental evidence at protein level	7.69	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	505200.6	0	505200.6			
sp|P00760|TRY1_BOVIN	P00760	TRY1_BOVIN	PRSS1	246	false	false	Bos taurus	Serine protease 1	1:Experimental evidence at protein level	9.76	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	1.1279428E8	1.1279428E8	1.1279428E8	12C(57.0215),23C(57.0215),12C(57.0215),23C(57.0215)		
sp|P00761|TRYP_PIG	P00761	TRYP_PIG		231	false	false	Sus scrofa	Trypsin	1:Experimental evidence at protein level	71.86	1.0000	0.9990	0.00000000000000	16	16	16	31	31	31	1.89291643E10	1.89291643E10	1.89291643E10	11M(15.9949),13C(57.0215),11M(15.9949),13C(57.0215),12C(57.0215),12C(57.0215),12C(57.0215),23C(57.0215),13C(57.0215),13C(57.0215),13C(57.0215),27C(57.0215),3C(57.0215),17M(15.9949),17M(15.9949),17M(15.9949),17M(15.9949),21M(15.9949),23C(57.0215),9C(57.0215),2C(57.0215),2C(57.0215),2C(57.0215),30C(57.0215),41C(57.0215),9C(57.0215),2C(57.0215),30C(57.0215),9C(57.0215),2C(57.0215),9C(57.0215),2C(57.0215),9C(57.0215),37M(15.9949),9C(57.0215)		
sp|P00883|ALDOA_RABIT	P00883	ALDOA_RABIT	ALDOA	364	false	false	Oryctolagus cuniculus	Fructose-bisphosphate aldolase A	1:Experimental evidence at protein level	7.14	1.0000	0.9977	0.00000000000000	1	0	0	1	0	0	0	0	0			
sp|P01112|RASH_HUMAN	P01112	RASH_HUMAN	HRAS	189	false	false	Homo sapiens	GTPase HRas	1:Experimental evidence at protein level	5.82	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	3471203.5	0	3471203.5			tr|Q503B6|Q503B6_DANRE, tr|Q568K0|Q568K0_DANRE
sp|P02662|CASA1_BOVIN	P02662	CASA1_BOVIN	CSN1S1	214	false	false	Bos taurus	Alpha-S1-casein	1:Experimental evidence at protein level	22.90	1.0000	0.9990	0.00000000000000	4	4	4	3	3	3	2.5860868E7	2.5860868E7	2.5860868E7	11M(15.9949),11M(15.9949)		
sp|P02663|CASA2_BOVIN	P02663	CASA2_BOVIN	CSN1S2	222	false	false	Bos taurus	Alpha-S2-casein	1:Experimental evidence at protein level	4.95	1.0000	0.9990	0.00000000000000	3	3	3	1	1	1	3023033.0	3023033.0	3023033.0	12C(57.0215),16C(57.0215),2M(15.9949)		
sp|P02666|CASB_BOVIN	P02666	CASB_BOVIN	CSN2	224	false	false	Bos taurus	Beta-casein	1:Experimental evidence at protein level	15.62	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	5316449.5	5316449.5	5316449.5	2M(15.9949),2M(15.9949)		
sp|P02668|CASK_BOVIN	P02668	CASK_BOVIN	CSN3	190	false	false	Bos taurus	Kappa-casein	1:Experimental evidence at protein level	9.47	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	194896.56	194896.56	194896.56			
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	false	false	Homo sapiens	Albumin	1:Experimental evidence at protein level	16.26	1.0000	0.9989	0.00000000000000	10	8	8	7	6	6	1.3786032E7	8228841.0	8228841.0	17C(57.0215),2M(15.9949),4C(57.0215),3C(57.0215),6M(15.9949)		
sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	false	false	Bos taurus	Albumin	1:Experimental evidence at protein level	6.26	1.0000	0.9990	0.00000000000000	5	3	5	3	2	3	1.1138941E7	1968789.5	1.1138941E7			
sp|P02788|TRFL_HUMAN	P02788	TRFL_HUMAN	LTF	710	false	false	Homo sapiens	Lactotransferrin	1:Experimental evidence at protein level	14.93	1.0000	0.9990	0.00000000000000	10	10	10	8	8	8	5745345.0	5745345.0	5745345.0	11C(57.0215),21C(57.0215),4C(57.0215),4C(57.0215),7C(57.0215)		
sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	CAT	527	false	false	Homo sapiens	Catalase	1:Experimental evidence at protein level	22.58	1.0000	0.9990	0.00000000000000	10	9	10	9	7	9	9881049.0	7847379.0	9881049.0	11C(57.0215),12C(57.0215),14M(15.9949),N-term(42.0106)		
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	false	false	Homo sapiens	Keratin, type II cytoskeletal 1	1:Experimental evidence at protein level	71.89	1.0000	0.9990	0.00000000000000	59	54	59	104	97	104	3.68466253E9	3.64024576E9	3.68466253E9	10M(15.9949),14C(57.0215),11C(57.0215),11M(15.9949),11M(15.9949),13M(15.9949),13M(15.9949),14C(57.0215),19M(15.9949),1M(15.9949),5C(57.0215),1M(15.9949),5C(57.0215),2M(15.9949),35M(15.9949),4C(57.0215),4C(57.0215),5C(57.0215),5C(57.0215),5M(15.9949),6M(15.9949),7M(15.9949),7M(15.9949),8M(15.9949),9M(15.9949),9M(15.9949)		
sp|P06732|KCRM_HUMAN	P06732	KCRM_HUMAN	CKM	381	false	false	Homo sapiens	Creatine kinase M-type	1:Experimental evidence at protein level	6.04	1.0000	0.9989	0.00000000000000	2	1	1	2	1	1	7342923.5	134308.55	134308.55			
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	false	false	Homo sapiens	Cathepsin D	1:Experimental evidence at protein level	14.32	1.0000	0.9990	0.00000000000000	5	4	5	6	4	6	7209717.5	4385716.5	7209717.5	11M(15.9949),3C(57.0215),7M(15.9949)		
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	false	false	Homo sapiens	Thioredoxin	1:Experimental evidence at protein level	37.14	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	1.3166212E7	1.3166212E7	1.3166212E7	24C(57.0215),27C(57.0215),24C(57.0215),27C(57.0215)		
sp|P13104|TPM1_DANRE	P13104	TPM1_DANRE	tpma	284	false	false	Danio rerio	Tropomyosin alpha-1 chain	2:Experimental evidence at transcript level	45.77	1.0000	0.9990	0.00000000000000	20	6	20	26	7	26	7.4472728E7	1.1735587E7	7.4472728E7			
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	false	false	Homo sapiens	Keratin, type I cytoskeletal 10	1:Experimental evidence at protein level	66.44	1.0000	0.9990	0.00000000000000	53	46	53	84	74	84	2.02375859E9	1.92228941E9	2.02375859E9	10C(57.0215),10C(57.0215),11M(15.9949),11M(15.9949),14M(15.9949),14M(15.9949),14M(15.9949),15C(57.0215),16C(57.0215),16C(57.0215),26C(57.0215),26M(15.9949),26M(15.9949),3M(15.9949),3M(15.9949),3M(15.9949),5C(57.0215),5C(57.0215),5C(57.0215),5C(57.0215),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),6M(15.9949),7C(57.0215),N-term(42.0106)		
sp|P15252|REF_HEVBR	P15252	REF_HEVBR		138	false	false	Hevea brasiliensis	Rubber elongation factor protein	1:Experimental evidence at protein level	15.94	1.0000	0.9989	0.00000000000000	2	2	2	2	2	2	3936676.5	3936676.5	3936676.5			
sp|P17561|EPD_DANRE	P17561	EPD_DANRE	epd	217	false	false	Danio rerio	Ependymin	2:Experimental evidence at transcript level	8.76	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1206153.1	1206153.1	1206153.1			
sp|P35359|OPSD_DANRE	P35359	OPSD_DANRE	rho	354	false	false	Danio rerio	Rhodopsin	1:Experimental evidence at protein level	9.04	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	2406406.0	2406406.0	2406406.0	10C(57.0215),8C(57.0215),10C(57.0215),8C(57.0215),12C(57.0215),13M(15.9949),8C(57.0215)		
sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	false	false	Homo sapiens	Keratin, type I cytoskeletal 9	1:Experimental evidence at protein level	70.47	1.0000	0.9990	0.00000000000000	52	51	51	90	89	89	1.5262569E9	1.5262569E9	1.5262569E9	10M(15.9949),15M(15.9949),15M(15.9949),19M(15.9949),1M(15.9949),1M(15.9949),25M(15.9949),2C(57.0215),3M(15.9949),3M(15.9949),3M(15.9949),5C(57.0215),5C(57.0215),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),6M(15.9949),6M(15.9949),6M(15.9949),8M(15.9949),8M(15.9949)		
sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	false	false	Homo sapiens	Keratin, type II cytoskeletal 2 epidermal	1:Experimental evidence at protein level	90.30	1.0000	0.9990	0.00000000000000	65	56	61	96	86	91	1.71347366E9	8.7691968E8	8.7691968E8	10M(15.9949),10M(15.9949),10M(15.9949),10M(15.9949),1M(15.9949),23M(15.9949),23M(15.9949),23M(15.9949),6M(15.9949),7C(57.0215),7C(57.0215),7M(15.9949),7M(15.9949),7M(15.9949),7M(15.9949),8C(57.0215),8C(57.0215),8C(57.0215),8M(15.9949),9M(15.9949),9M(15.9949)		
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	false	false	Homo sapiens	Lysozyme C	1:Experimental evidence at protein level	44.59	1.0000	0.9990	0.00000000000000	5	5	5	6	6	6	4.7784548E7	4.7784548E7	4.7784548E7	12C(57.0215),26C(57.0215),8C(57.0215),15C(57.0215),19C(57.0215),33C(57.0215),3C(57.0215),9C(57.0215)		
sp|P62084|RS7_DANRE	P62084	RS7_DANRE	rps7	194	false	false	Danio rerio	40S ribosomal protein S7	1:Experimental evidence at protein level	6.70	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	5366208.0	5366208.0	5366208.0			
sp|P62247|RS8_DANRE	P62247	RS8_DANRE	rps8	208	false	false	Danio rerio	40S ribosomal protein S8	1:Experimental evidence at protein level	42.79	1.0000	0.9990	0.00000000000000	7	5	7	8	5	8	4.1864328E7	1.7180276E7	4.1864328E7	12C(57.0215),13C(57.0215),12C(57.0215),4C(57.0215),2C(57.0215)		
sp|P68871|HBB_HUMAN	P68871	HBB_HUMAN	HBB	147	false	false	Homo sapiens	Hemoglobin subunit beta	1:Experimental evidence at protein level	8.84	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	1193878.8	1193878.8	1193878.8			
sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA2	142	false	false	Homo sapiens	Hemoglobin subunit alpha	1:Experimental evidence at protein level	10.56	1.0000	0.9982	0.00000000000000	1	1	1	1	1	1	308605.7	308605.7	308605.7			
sp|P79735|RAN_DANRE	P79735	RAN_DANRE	ran	215	false	false	Danio rerio	GTP-binding nuclear protein Ran	2:Experimental evidence at transcript level	40.93	1.0000	0.9990	0.00000000000000	8	8	8	8	8	8	3.285249E7	3.285249E7	3.285249E7	10C(57.0215),2C(57.0215),N-term(42.0106)		
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	false	false	Homo sapiens	Peroxiredoxin-1	1:Experimental evidence at protein level	19.60	1.0000	0.9984	0.00000000000000	5	2	2	4	2	2	2.34382544E8	1.1026438E7	1.1026438E7			
sp|Q1MTE5|ARL3_DANRE	Q1MTE5	ARL3_DANRE	arl3	182	false	false	Danio rerio	ADP-ribosylation factor-like protein 3	2:Experimental evidence at transcript level	5.49	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	0	0	0			
sp|Q1MTI4|TPISA_DANRE	Q1MTI4	TPISA_DANRE	tpi1a	248	false	false	Danio rerio	Triosephosphate isomerase A	2:Experimental evidence at transcript level	6.05	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1245763.2	0	0			
sp|Q49HM9|GRK7A_DANRE	Q49HM9	GRK7A_DANRE	grk7a	549	false	false	Danio rerio	Rhodopsin kinase grk7a	1:Experimental evidence at protein level	10.20	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	2533993.5	2533993.5	2533993.5	7C(57.0215),N-term(42.0106),1C(57.0215)		
sp|Q52PJ5|DPYL3_DANRE	Q52PJ5	DPYL3_DANRE	dpysl3	567	false	false	Danio rerio	Dihydropyrimidinase-related protein 3	2:Experimental evidence at transcript level	14.11	1.0000	0.9990	0.00000000000000	7	6	7	6	6	6	8464897.0	5991734.0	8464897.0	10C(57.0215),8C(57.0215)		
sp|Q58EE9|GFAP_DANRE	Q58EE9	GFAP_DANRE	gfap	444	false	false	Danio rerio	Glial fibrillary acidic protein	1:Experimental evidence at protein level	2.48	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	4706915.5	0	0			
sp|Q58EG2|ERLN1_DANRE	Q58EG2	ERLN1_DANRE	erlin1	342	false	false	Danio rerio	Erlin-1	2:Experimental evidence at transcript level	6.43	1.0000	0.9989	0.00000000000000	3	2	3	2	1	2	5085703.5	516762.0	5085703.5	9M(15.9949)		
sp|Q5D018|RBM8A_DANRE	Q5D018	RBM8A_DANRE	rbm8a	174	false	false	Danio rerio	RNA-binding protein 8A	2:Experimental evidence at transcript level	17.24	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	911488.06	911488.06	911488.06			
sp|Q5MJ86|G3P2_DANRE	Q5MJ86	G3P2_DANRE	gapdh-2	335	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase 2	2:Experimental evidence at transcript level	28.96	1.0000	0.9990	0.00000000000000	8	6	8	10	8	10	1.4884176E7	6772274.0	1.4884176E7	13C(57.0215),13M(15.9949),4M(15.9949),N-term(42.0106),4C(57.0215)		
sp|Q5PRD0|143BA_DANRE	Q5PRD0	143BA_DANRE	ywhaba	244	false	false	Danio rerio	14-3-3 protein beta/alpha-A	2:Experimental evidence at transcript level	22.13	1.0000	0.9990	0.00000000000000	5	1	5	5	1	5	1.4764508E7	919111.7	1.4764508E7	N-term(42.0106)		
sp|Q5TZ66|SN25A_DANRE	Q5TZ66	SN25A_DANRE	snap25a	204	false	false	Danio rerio	Synaptosomal-associated protein 25-A	2:Experimental evidence at transcript level	33.82	1.0000	0.9990	0.00000000000000	6	2	2	11	3	3	4.2176112E7	5376949.5	5376949.5	4M(15.9949)		
sp|Q5XJ10|G3P_DANRE	Q5XJ10	G3P_DANRE	gapdh	333	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase	2:Experimental evidence at transcript level	17.72	1.0000	0.9990	0.00000000000000	6	4	4	5	3	3	1.9289448E7	1.7271922E7	1.7271922E7	19C(57.0215)		
sp|Q642H9|RS4X_DANRE	Q642H9	RS4X_DANRE	rps4x	263	false	false	Danio rerio	40S ribosomal protein S4, X isoform	1:Experimental evidence at protein level	14.45	1.0000	0.9990	0.00000000000000	5	5	5	3	3	3	6660106.5	6660106.5	6660106.5	4C(57.0215),7C(57.0215)		
sp|Q66I73|MLRSB_DANRE	Q66I73	MLRSB_DANRE	mylpfb	170	false	false	Danio rerio	Myosin regulatory light chain 2, skeletal muscle isoform B	2:Experimental evidence at transcript level	7.65	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	505200.6	0	0			
sp|Q6DEH3|KC2D1_DANRE	Q6DEH3	KC2D1_DANRE	camk2d1	491	false	false	Danio rerio	Calcium/calmodulin-dependent protein kinase type II delta 1 chain	2:Experimental evidence at transcript level	5.09	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	2190039.8	0	0			
sp|Q6DEM5|TIM8A_DANRE	Q6DEM5	TIM8A_DANRE	timm8a	90	false	false	Danio rerio	Mitochondrial import inner membrane translocase subunit Tim8 A	3:Protein inferred from homology	12.22	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1054029.1	1054029.1	1054029.1	4C(57.0215),8C(57.0215)		
sp|Q6DGJ3|TIM13_DANRE	Q6DGJ3	TIM13_DANRE	timm13	95	false	false	Danio rerio	Mitochondrial import inner membrane translocase subunit Tim13	3:Protein inferred from homology	10.53	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	2355890.5	2355890.5	2355890.5	2M(15.9949)		
sp|Q6DGS3|KC2D2_DANRE	Q6DGS3	KC2D2_DANRE	camk2d2	554	false	false	Danio rerio	Calcium/calmodulin-dependent protein kinase type II delta 2 chain	2:Experimental evidence at transcript level	2.17	1.0000	0.9990	0.00000000000000	2	1	2	1	0	1	2490082.5	1066351.9	2490082.5	N-term(42.0106),5C(57.0215)		
sp|Q6DGV1|CELF4_DANRE	Q6DGV1	CELF4_DANRE	celf4	520	false	false	Danio rerio	CUGBP Elav-like family member 4	2:Experimental evidence at transcript level	1.92	1.0000	0.9988	0.00000000000000	1	0	0	1	0	0	1494426.0	0	0			
sp|Q6DGY7|CRGNB_DANRE	Q6DGY7	CRGNB_DANRE	crygnb	183	false	false	Danio rerio	Gamma-crystallin N-B	2:Experimental evidence at transcript level	60.11	1.0000	0.9990	0.00000000000000	9	9	9	9	9	9	2.2226328E7	2.2226328E7	2.2226328E7	13C(57.0215),14M(15.9949),17C(57.0215),20C(57.0215),7C(57.0215),1C(57.0215),8C(57.0215),2C(57.0215),4C(57.0215),6C(57.0215),8C(57.0215),8C(57.0215),9M(15.9949),9M(15.9949)		
sp|Q6DI05|SUMO3_DANRE	Q6DI05	SUMO3_DANRE	sumo3	94	false	false	Danio rerio	Small ubiquitin-related modifier 3	3:Protein inferred from homology	12.77	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	1782066.9	0	1782066.9			sp|Q6NV25|SMO3L_DANRE
sp|Q6DI06|TIM10_DANRE	Q6DI06	TIM10_DANRE	timm10	88	false	false	Danio rerio	Mitochondrial import inner membrane translocase subunit Tim10	3:Protein inferred from homology	15.91	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	2685351.5	2685351.5	2685351.5	11C(57.0215)		
sp|Q6DRH5|NOP10_DANRE	Q6DRH5	NOP10_DANRE	nop10	64	false	false	Danio rerio	H/ACA ribonucleoprotein complex subunit 3	3:Protein inferred from homology	20.31	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	674683.75	674683.75	674683.75			
sp|Q6DRI1|EI3EA_DANRE	Q6DRI1	EI3EA_DANRE	eif3ea	446	false	false	Danio rerio	Eukaryotic translation initiation factor 3 subunit E-A	2:Experimental evidence at transcript level	2.02	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	0	0	0	8C(57.0215)		
sp|Q6IQM2|CYC_DANRE	Q6IQM2	CYC_DANRE	cyc	104	false	false	Danio rerio	Cytochrome c	3:Protein inferred from homology	10.58	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	1367049.4	1367049.4	1367049.4			
sp|Q6NSN2|AOF_DANRE	Q6NSN2	AOF_DANRE	mao	522	false	false	Danio rerio	Amine oxidase [flavin-containing]	1:Experimental evidence at protein level	6.90	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1808967.9	1808967.9	1808967.9	N-term(42.0106)		
sp|Q6NUW5|AN32E_DANRE	Q6NUW5	AN32E_DANRE	anp32e	250	false	false	Danio rerio	Acidic leucine-rich nuclear phosphoprotein 32 family member E	1:Experimental evidence at protein level	7.60	1.0000	0.9990	0.00000000000000	2	2	2	1	1	1	1479249.0	1479249.0	1479249.0	1C(57.0215)		
sp|Q6NWF6|K2C8_DANRE	Q6NWF6	K2C8_DANRE	krt8	520	false	false	Danio rerio	Keratin, type II cytoskeletal 8	1:Experimental evidence at protein level	5.77	1.0000	0.9990	0.00000000000000	4	0	1	5	0	1	1.07453464E8	0	4.5605548E7			
sp|Q6NXA4|ILF3_DANRE	Q6NXA4	ILF3_DANRE	ilf3	833	false	false	Danio rerio	Interleukin enhancer-binding factor 3 homolog	1:Experimental evidence at protein level	1.44	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	4485103.0	0	4485103.0	11C(57.0215)		tr|A0A8M2BB13|A0A8M2BB13_DANRE
sp|Q6NYA0|SRS1B_DANRE	Q6NYA0	SRS1B_DANRE	srsf1b	245	false	false	Danio rerio	Serine/arginine-rich splicing factor 1B	2:Experimental evidence at transcript level	16.73	1.0000	0.9986	0.00000000000000	4	0	0	4	0	0	8321732.5	0	0			
sp|Q6NYE2|RCC2_DANRE	Q6NYE2	RCC2_DANRE	rcc2	495	false	false	Danio rerio	Protein RCC2 homolog	2:Experimental evidence at transcript level	12.12	1.0000	0.9990	0.00000000000000	5	5	5	6	6	6	8847770.0	8847770.0	8847770.0	15C(57.0215),15C(57.0215),8C(57.0215)		
sp|Q6NYS8|OST48_DANRE	Q6NYS8	OST48_DANRE	ddost	441	false	false	Danio rerio	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2:Experimental evidence at transcript level	4.99	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	4854162.5	4854162.5	4854162.5			
sp|Q6P026|BAF_DANRE	Q6P026	BAF_DANRE	banf1	90	false	false	Danio rerio	Barrier-to-autointegration factor	1:Experimental evidence at protein level	52.22	1.0000	0.9990	0.00000000000000	6	6	6	8	8	8	1.3336701E7	1.3336701E7	1.3336701E7	3M(15.9949),3M(15.9949),3M(15.9949),5C(57.0215),8C(57.0215),7M(15.9949)		
sp|Q6P0G6|MYL1_DANRE	Q6P0G6	MYL1_DANRE	myl1	190	false	false	Danio rerio	Myosin, light chain 1, alkali; skeletal, fast	2:Experimental evidence at transcript level	4.74	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	888660.5	0	888660.5			
