Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q6NYA0|SRS1B_DANRE	Q6NYA0	SRS1B_DANRE	srsf1b	245	false	false	Danio rerio	Serine/arginine-rich splicing factor 1B	2:Experimental evidence at transcript level	4.90	1.0000	0.9986	0.00000000000000	1	0	0	1	0	0	0	0	0			
sp|Q6NYS8|OST48_DANRE	Q6NYS8	OST48_DANRE	ddost	441	false	false	Danio rerio	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2:Experimental evidence at transcript level	2.49	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	144574.12	144574.12	144574.12			
sp|Q6P026|BAF_DANRE	Q6P026	BAF_DANRE	banf1	90	false	false	Danio rerio	Barrier-to-autointegration factor	1:Experimental evidence at protein level	28.89	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1712699.9	1712699.9	1712699.9	3M(15.9949)		
sp|Q6PBW5|RP65A_DANRE	Q6PBW5	RP65A_DANRE	rpe65a	531	false	false	Danio rerio	Retinoid isomerohydrolase	2:Experimental evidence at transcript level	3.20	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	327698.1	327698.1	327698.1			
sp|Q6PBY1|RS3A_DANRE	Q6PBY1	RS3A_DANRE	rps3a	267	false	false	Danio rerio	40S ribosomal protein S3a	1:Experimental evidence at protein level	6.37	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|Q6PC54|SN25B_DANRE	Q6PC54	SN25B_DANRE	snap25b	203	false	false	Danio rerio	Synaptosomal-associated protein 25-B	2:Experimental evidence at transcript level	14.29	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	2041291.8	0	2041291.8	2M(15.9949),4M(15.9949),6M(15.9949)		
sp|Q6PH57|GBB1_DANRE	Q6PH57	GBB1_DANRE	gnb1	340	false	false	Danio rerio	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	2:Experimental evidence at transcript level	8.82	1.0000	0.9990	0.00000000000000	4	0	4	2	0	2	1827176.2	0	1827176.2	3C(57.0215),7C(57.0215),N-term(42.0106)		
sp|Q6PI20|H33_DANRE	Q6PI20	H33_DANRE	h3f3d	136	false	false	Danio rerio	Histone H3.3	2:Experimental evidence at transcript level	19.85	1.0000	0.9990	0.00000000000000	5	0	0	5	0	0	8.1033808E7	0	0			
sp|Q6PI52|CALM_DANRE	Q6PI52	CALM_DANRE	calm3b	149	false	false	Danio rerio	Calmodulin	2:Experimental evidence at transcript level	30.87	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	3389266.5	3389266.5	3389266.5	N-term(42.0106)		
sp|Q71PD7|H2AV_DANRE	Q71PD7	H2AV_DANRE	h2az2a	128	false	false	Danio rerio	Histone H2A.V	2:Experimental evidence at transcript level	31.25	1.0000	0.9990	0.00000000000000	4	0	3	5	0	4	2.45355296E8	0	2.4805644E7			tr|Q0Z946|Q0Z946_DANRE
sp|Q7SXP4|SRS1A_DANRE	Q7SXP4	SRS1A_DANRE	srsf1a	257	false	false	Danio rerio	Serine/arginine-rich splicing factor 1A	2:Experimental evidence at transcript level	4.67	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	0	0	0	6C(57.0215)		
sp|Q7T356|143BB_DANRE	Q7T356	143BB_DANRE	ywhabb	242	false	false	Danio rerio	14-3-3 protein beta/alpha-B	2:Experimental evidence at transcript level	9.09	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	1044575.0	0	0			
sp|Q7ZTS4|K1C18_DANRE	Q7ZTS4	K1C18_DANRE	krt18	431	false	false	Danio rerio	Keratin, type I cytoskeletal 18	1:Experimental evidence at protein level	1.62	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1.0917521E7	0	0			
sp|Q7ZUY3|H2AX_DANRE	Q7ZUY3	H2AX_DANRE	h2ax	142	false	false	Danio rerio	Histone H2AX	2:Experimental evidence at transcript level	32.39	1.0000	0.9990	0.00000000000000	4	0	4	6	0	6	2.77927328E8	0	2.77927328E8			tr|A0A8M2BA83|A0A8M2BA83_DANRE, tr|A0A8M3ATV1|A0A8M3ATV1_DANRE, tr|A0A8N7TAW0|A0A8N7TAW0_DANRE, tr|A4FVM2|A4FVM2_DANRE, tr|E7EXD7|E7EXD7_DANRE, tr|E7F5W3|E7F5W3_DANRE, tr|F1QTL1|F1QTL1_DANRE, tr|Q4FZZ7|Q4FZZ7_DANRE, tr|Q561S9|Q561S9_DANRE, tr|Q5XJK2|Q5XJK2_DANRE
sp|Q7ZVF9|ACTB2_DANRE	Q7ZVF9	ACTB2_DANRE	actbb	375	false	false	Danio rerio	Actin, cytoplasmic 2	1:Experimental evidence at protein level	19.20	1.0000	0.9990	0.00000000000000	7	0	7	6	0	6	5316499.5	0	5316499.5			
sp|Q7ZVI7|ACTB1_DANRE	Q7ZVI7	ACTB1_DANRE	actba	375	false	false	Danio rerio	Actin, cytoplasmic 1	1:Experimental evidence at protein level	19.20	1.0000	0.9990	0.00000000000000	7	0	0	6	0	0	5316499.5	0	0			
sp|Q8AYN0|OPSR2_DANRE	Q8AYN0	OPSR2_DANRE	opn1lw2	356	false	false	Danio rerio	Red-sensitive opsin-2	1:Experimental evidence at protein level	4.21	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|Q92005|EF1A_DANRE	Q92005	EF1A_DANRE	eef1a	462	false	false	Danio rerio	Elongation factor 1-alpha	2:Experimental evidence at transcript level	10.17	1.0000	0.9990	0.00000000000000	4	1	4	5	1	5	4340906.5	1068869.5	4340906.5			
sp|Q9NSB2|KRT84_HUMAN	Q9NSB2	KRT84_HUMAN	KRT84	600	false	false	Homo sapiens	Keratin, type II cuticular Hb4	2:Experimental evidence at transcript level	1.50	1.0000	0.9982	0.00000000000000	2	0	0	2	0	0	1347450.9	0	0			
sp|Q9W6A5|OPSG1_DANRE	Q9W6A5	OPSG1_DANRE	opn1mw1	349	false	false	Danio rerio	Green-sensitive opsin-1	1:Experimental evidence at protein level	10.03	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	5200783.0	0	5200783.0	2C(57.0215),3M(15.9949),9C(57.0215),2C(57.0215),9C(57.0215)		
tr|A0A0R4IBX9|A0A0R4IBX9_DANRE	A0A0R4IBX9	A0A0R4IBX9_DANRE	si:ch73-1a9.3	87	false	false	Danio rerio	Si:ch73-1a9.3	3:Protein inferred from homology	33.33	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	7643434.5	7643434.5	7643434.5			
tr|A0A0R4IFJ7|A0A0R4IFJ7_DANRE	A0A0R4IFJ7	A0A0R4IFJ7_DANRE	fi14g08	417	false	false	Danio rerio	creatine kinase	1:Experimental evidence at protein level	2.40	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	783338.75	783338.75	783338.75			
tr|A0A0R4IM99|A0A0R4IM99_DANRE	A0A0R4IM99	A0A0R4IM99_DANRE	tpm2	284	false	false	Danio rerio	Tropomyosin 2 (beta)	3:Protein inferred from homology	4.93	1.0000	0.9990	0.00000000000000	3	0	1	2	0	0	2456561.0	0	193879.62			
tr|A0A0R4INI3|A0A0R4INI3_DANRE	A0A0R4INI3	A0A0R4INI3_DANRE	smyhc1	1938	false	false	Danio rerio	Slow myosin heavy chain 1	1:Experimental evidence at protein level	0.62	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	492225.38	0	0			
tr|A0A1L6UW63|A0A1L6UW63_DANRE	A0A1L6UW63	A0A1L6UW63_DANRE	zgc:171719	284	false	false	Danio rerio	Tropomyosin 1-1	1:Experimental evidence at protein level	4.93	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	2262681.2	0	0			
tr|A0A1L6UW65|A0A1L6UW65_DANRE	A0A1L6UW65	A0A1L6UW65_DANRE	tmp4	284	false	false	Danio rerio	Tropomyosin 4-2alpha	2:Experimental evidence at transcript level	4.93	1.0000	0.9990	0.00000000000000	3	0	0	2	0	0	2456561.0	0	0			
tr|A0A2R8Q650|A0A2R8Q650_DANRE	A0A2R8Q650	A0A2R8Q650_DANRE	tpm3	284	false	false	Danio rerio	Tropomyosin 3	3:Protein inferred from homology	4.93	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	2262681.2	0	0			
tr|A0A8M1N5M5|A0A8M1N5M5_DANRE	A0A8M1N5M5	A0A8M1N5M5_DANRE	tubb6	447	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	5.59	1.0000	0.9990	0.00000000000000	2	0	0	3	0	0	3007052.0	0	0			
tr|A0A8M1N7Z8|A0A8M1N7Z8_DANRE	A0A8M1N7Z8	A0A8M1N7Z8_DANRE	tubb2b	472	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	24.58	1.0000	0.9990	0.00000000000000	11	2	11	14	1	14	1.3571879E7	1298439.8	1.3571879E7	11M(15.9949),11M(15.9949),4C(57.0215),5M(15.9949),5M(15.9949),8M(15.9949)		
tr|A0A8M1NFX8|A0A8M1NFX8_DANRE	A0A8M1NFX8	A0A8M1NFX8_DANRE	krtt1c19e	473	false	false	Danio rerio	keratin type 1 c19e	1:Experimental evidence at protein level	1.90	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	4300834.0	0	0			
tr|A0A8M1P2M7|A0A8M1P2M7_DANRE	A0A8M1P2M7	A0A8M1P2M7_DANRE	cox6c	76	false	false	Danio rerio	Cytochrome c oxidase subunit 6C	1:Experimental evidence at protein level	17.11	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	639610.5	639610.5	639610.5			
tr|A0A8M1P5N6|A0A8M1P5N6_DANRE	A0A8M1P5N6	A0A8M1P5N6_DANRE	krt4	497	false	false	Danio rerio	keratin 4	1:Experimental evidence at protein level	6.04	1.0000	0.9990	0.00000000000000	4	0	0	4	0	0	5983958.0	0	0			
tr|A0A8M1P7E4|A0A8M1P7E4_DANRE	A0A8M1P7E4	A0A8M1P7E4_DANRE	cox5ab	138	false	false	Danio rerio	Cytochrome c oxidase subunit 5A, mitochondrial	1:Experimental evidence at protein level	7.25	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
tr|A0A8M1P8U9|A0A8M1P8U9_DANRE	A0A8M1P8U9	A0A8M1P8U9_DANRE	si:ch211-114n24.6	451	false	false	Danio rerio	Tubulin alpha chain	3:Protein inferred from homology	40.35	1.0000	0.9990	0.00000000000000	13	0	5	18	0	5	1.3285894E7	0	9826131.0	15C(57.0215),22M(15.9949),15C(57.0215),22M(15.9949),8C(57.0215),9C(57.0215)		
tr|A0A8M1PUI6|A0A8M1PUI6_DANRE	A0A8M1PUI6	A0A8M1PUI6_DANRE	si:dkey-23a13.9	201	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	27.86	1.0000	0.9990	0.00000000000000	7	0	2	9	0	2	3.7937336E7	0	568258.94			tr|A0A8N7TF89|A0A8N7TF89_DANRE, tr|A0A8N7URG1|A0A8N7URG1_DANRE
tr|A0A8M1RLA4|A0A8M1RLA4_DANRE	A0A8M1RLA4	A0A8M1RLA4_DANRE	si:ch73-36p18.1	204	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	30.88	1.0000	0.9990	0.00000000000000	7	0	3	10	0	4	4.0054788E7	0	1.2990022E7	N-term(42.0106)		tr|A0A8M1RS22|A0A8M1RS22_DANRE
tr|A0A8M1RSM5|A0A8M1RSM5_DANRE	A0A8M1RSM5	A0A8M1RSM5_DANRE	si:ch73-368j24.12	201	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	27.86	1.0000	0.9990	0.00000000000000	7	0	6	11	0	10	3.7937336E7	0	3.7937336E7	N-term(42.0106),N-term(42.0106)		tr|A0A8M2BG38|A0A8M2BG38_DANRE
tr|A0A8M2B1U6|A0A8M2B1U6_DANRE	A0A8M2B1U6	A0A8M2B1U6_DANRE	dpysl2b	643	false	false	Danio rerio	dihydropyrimidinase-related protein 2 isoform X1	1:Experimental evidence at protein level	1.71	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	397104.84	397104.84	397104.84			
tr|A0A8M2B284|A0A8M2B284_DANRE	A0A8M2B284	A0A8M2B284_DANRE	magi1b	1625	false	false	Danio rerio	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 isoform X1	1:Experimental evidence at protein level	0.92	1.0000	0.9978	0.00000000000000	1	1	1	1	1	1	0	0	0			
tr|A0A8M2B2D2|A0A8M2B2D2_DANRE	A0A8M2B2D2	A0A8M2B2D2_DANRE	pam	1010	false	false	Danio rerio	peptidyl-glycine alpha-amidating monooxygenase isoform X1	3:Protein inferred from homology	2.67	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
tr|A0A8M2B343|A0A8M2B343_DANRE	A0A8M2B343	A0A8M2B343_DANRE	rps24	133	false	false	Danio rerio	40S ribosomal protein S24	1:Experimental evidence at protein level	9.02	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	322188.12	322188.12	322188.12			
tr|A0A8M2B7H0|A0A8M2B7H0_DANRE	A0A8M2B7H0	A0A8M2B7H0_DANRE	apobb.1	3739	false	false	Danio rerio	apolipoprotein Bb, tandem duplicate 1 isoform X1	1:Experimental evidence at protein level	0.29	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	188970.92	188970.92	188970.92			
tr|A0A8M2BB12|A0A8M2BB12_DANRE	A0A8M2BB12	A0A8M2BB12_DANRE	phb	309	false	false	Danio rerio	Prohibitin	1:Experimental evidence at protein level	4.53	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	4077154.0	4077154.0	4077154.0			
tr|A0A8M2BB25|A0A8M2BB25_DANRE	A0A8M2BB25	A0A8M2BB25_DANRE	atp6v0a1a	840	false	false	Danio rerio	V-type proton ATPase subunit a	1:Experimental evidence at protein level	1.07	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	843987.25	0	0			
tr|A0A8M2BDP0|A0A8M2BDP0_DANRE	A0A8M2BDP0	A0A8M2BDP0_DANRE	cadpsb	1348	false	false	Danio rerio	calcium-dependent secretion activator 1 isoform X1	1:Experimental evidence at protein level	0.89	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	106398.24	106398.24	106398.24	1C(57.0215)		
tr|A0A8M2BEA2|A0A8M2BEA2_DANRE	A0A8M2BEA2	A0A8M2BEA2_DANRE	vdac3	319	false	false	Danio rerio	voltage-dependent anion-selective channel protein 3 isoform X1	1:Experimental evidence at protein level	26.65	1.0000	0.9990	0.00000000000000	7	7	7	8	8	8	7775030.5	7775030.5	7775030.5			
tr|A0A8M2BI26|A0A8M2BI26_DANRE	A0A8M2BI26	A0A8M2BI26_DANRE	si:dkey-108k21.21	271	false	false	Danio rerio	histone H1-like	1:Experimental evidence at protein level	18.08	1.0000	0.9990	0.00000000000000	6	0	0	8	0	0	4.0054788E7	0	0			
tr|A0A8M3AYX3|A0A8M3AYX3_DANRE	A0A8M3AYX3	A0A8M3AYX3_DANRE	atp6v0a1b	868	false	false	Danio rerio	V-type proton ATPase subunit a	1:Experimental evidence at protein level	3.46	1.0000	0.9990	0.00000000000000	4	3	4	3	2	3	3054494.2	2402186.8	3054494.2			
tr|A0A8M3B3U9|A0A8M3B3U9_DANRE	A0A8M3B3U9	A0A8M3B3U9_DANRE	si:ch1073-153i20.4	201	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	26.37	1.0000	0.9990	0.00000000000000	6	0	0	8	0	0	3.7937336E7	0	0			
tr|A0A8M6YYI1|A0A8M6YYI1_DANRE	A0A8M6YYI1	A0A8M6YYI1_DANRE	si:dkey-261m9.12	199	false	false	Danio rerio	histone H1-like	1:Experimental evidence at protein level	27.14	1.0000	0.9990	0.00000000000000	7	1	3	12	1	6	4.8729364E7	2170391.8	2.1352498E7	N-term(42.0106),N-term(42.0106),N-term(42.0106)		
tr|A0A8M6Z1M4|A0A8M6Z1M4_DANRE	A0A8M6Z1M4	A0A8M6Z1M4_DANRE	LOC570405	242	false	false	Danio rerio	histone H3-like	3:Protein inferred from homology	35.95	1.0000	0.9990	0.00000000000000	15	0	15	20	0	20	1.12095736E8	0	1.12095736E8	5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),6M(15.9949),6M(15.9949)		
tr|A0A8M6Z2B4|A0A8M6Z2B4_DANRE	A0A8M6Z2B4	A0A8M6Z2B4_DANRE	ckba	385	false	false	Danio rerio	creatine kinase	1:Experimental evidence at protein level	8.83	1.0000	0.9927	0.00027901785714	2	0	0	2	0	0	1575260.5	0	0			
tr|A0A8M6Z7Z5|A0A8M6Z7Z5_DANRE	A0A8M6Z7Z5	A0A8M6Z7Z5_DANRE	LOC569982	200	false	false	Danio rerio	histone H1-like	3:Protein inferred from homology	26.00	1.0000	0.9990	0.00000000000000	7	0	7	8	0	8	5839182.0	0	5839182.0	N-term(42.0106),N-term(42.0106),N-term(42.0106)		tr|A4QN90|A4QN90_DANRE
tr|A0A8M9PEX3|A0A8M9PEX3_DANRE	A0A8M9PEX3	A0A8M9PEX3_DANRE	nsfa	747	false	false	Danio rerio	Vesicle-fusing ATPase	1:Experimental evidence at protein level	1.34	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	137420.86	137420.86	137420.86			
tr|A0A8M9PJW6|A0A8M9PJW6_DANRE	A0A8M9PJW6	A0A8M9PJW6_DANRE	wu:fd14a01	1936	false	false	Danio rerio	myosin heavy chain, fast skeletal muscle	1:Experimental evidence at protein level	1.39	1.0000	0.9990	0.00000000000000	4	0	1	2	0	1	1763891.2	0	315294.28	5M(15.9949)		
tr|A0A8M9PR47|A0A8M9PR47_DANRE	A0A8M9PR47	A0A8M9PR47_DANRE	LOC100329813	1938	false	false	Danio rerio	Myosin-7	1:Experimental evidence at protein level	0.62	1.0000	0.9976	0.00000000000000	1	0	0	1	0	0	492225.38	0	0			
tr|A0A8M9PTL3|A0A8M9PTL3_DANRE	A0A8M9PTL3	A0A8M9PTL3_DANRE	si:ch211-243g18.2	458	false	false	Danio rerio	uncharacterized protein LOC559906 isoform X1	1:Experimental evidence at protein level	1.53	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	1.0917521E7	0	0			
tr|A0A8M9PVN0|A0A8M9PVN0_DANRE	A0A8M9PVN0	A0A8M9PVN0_DANRE	LOC100537594	1085	false	false	Danio rerio	myosin heavy chain, fast skeletal muscle-like	1:Experimental evidence at protein level	1.38	1.0000	0.9802	0.00161987041037	1	0	0	1	0	0	315294.28	0	0			
tr|A0A8M9Q103|A0A8M9Q103_DANRE	A0A8M9Q103	A0A8M9Q103_DANRE	si:ch211-59d13.2	1135	false	false	Danio rerio	solute carrier family 12 member 5 isoform X1	1:Experimental evidence at protein level	0.97	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	1506517.5	0	1506517.5	6M(15.9949)		
tr|A0A8M9Q636|A0A8M9Q636_DANRE	A0A8M9Q636	A0A8M9Q636_DANRE	tuba7l	468	false	false	Danio rerio	Tubulin alpha chain	1:Experimental evidence at protein level	22.44	1.0000	0.9990	0.00000000000000	8	0	0	11	0	0	9784138.0	0	0			
tr|A0A8M9QEC8|A0A8M9QEC8_DANRE	A0A8M9QEC8	A0A8M9QEC8_DANRE	myhc3	1937	false	false	Danio rerio	Myosin, heavy polypeptide 1.2, skeletal muscle	3:Protein inferred from homology	1.39	1.0000	0.9990	0.00000000000000	4	0	0	2	0	0	1720556.2	0	0			
tr|A0A8N7TBR8|A0A8N7TBR8_DANRE	A0A8N7TBR8	A0A8N7TBR8_DANRE	si:dkey-222f2.1	438	false	false	Danio rerio	keratin, type II cytoskeletal 8 isoform X1	1:Experimental evidence at protein level	2.51	1.0000	0.9989	0.00000000000000	1	0	0	1	0	0	2580076.8	0	0			
